Date,About,Position,Period Number,Period,Total Acceleration Efforts,Total Player Load,Player Load Per Minute,IMA Accel Low,IMA Decel Low,IMA CoD Left Low,IMA CoD Right Low,IMA Accel Medium,IMA Decel Medium,IMA CoD Left Medium,IMA CoD Right Medium,IMA Accel High,IMA Decel High,IMA Accel Total,IMA Decel Total,IMA CoD Left High,IMA CoD Right High,IMA Jump Count Low Band,IMA Jump Count Med Band,IMA Jump Count High Band,Explosive Efforts,Session Total Jumps,Session Accel Low,Session Decel Low,Session CoD Left Low,Session CoD Right Low,Session Accel Med,Session Decel Medium,Session CoD Left Medium,Session CoD Right Medium,Session IMA Accel High,Session Decel High,Session CoD Left High,Session CoD Right High,Session IMA Accel Total,Session IMA Decel Total,Session Jump Count Low Band,Session Jump Count Med Band,Session Jump Count High Band,Session Total Jump,Session Jumps Per Minute,Total CoD Left,Total CoD Right,Total High IMA,Total IMA,IMA/Min,event-uuid,group-uuid
3/14/23,Athlete I,Guard,11,11. Instructional_Offense_Sets_Half Court_5vG,0,21.855,4.7,1,1,7,9,3,0,2,1,2,1,6,2,2,1,0,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,c4e1f0fe-b87a-42ca-8f41-b5b0e4cdfab3,c4e1f0fe-b87a-42ca-8f41-b5b0e4cdfab3
3/14/23,Athlete I,Guard,12,12. Shooting_Offense_Position_Half Court_Team,0,40.546,6.6,3,16,29,18,4,3,5,7,2,1,9,20,1,0,0,19,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,c4e1f0fe-b87a-42ca-8f41-b5b0e4cdfab3,c4e1f0fe-b87a-42ca-8f41-b5b0e4cdfab3
3/14/23,Athlete I,Guard,13,13. Shooting_Offense_Free Throws_Team,0,21.574,3.9,8,19,6,6,0,7,2,5,0,3,8,29,0,0,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,c4e1f0fe-b87a-42ca-8f41-b5b0e4cdfab3,c4e1f0fe-b87a-42ca-8f41-b5b0e4cdfab3
3/14/23,Athlete I,Guard,14,14. Extra Work,0,11.322,2.9,2,0,5,1,0,0,1,0,0,1,2,1,0,1,0,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,c4e1f0fe-b87a-42ca-8f41-b5b0e4cdfab3,c4e1f0fe-b87a-42ca-8f41-b5b0e4cdfab3
3/14/23,Athlete G,Forward,1,1. Pre Practice,0,50.524,5.7,8,11,31,14,2,2,4,12,0,2,10,15,3,1,5,13,8,6,117,62,60,167,181,21,16,57,58,8,21,20,22,91,97,48,42,27,117,1.49,244,261,98,810,,0f3c779a-edac-41d5-a625-f9a78a669628,0f3c779a-edac-41d5-a625-f9a78a669628
3/14/23,Athlete G,Forward,2,"2. Drill_Offense_ Flare, Rescreen_Half Court_4v4",0,18.871,4.5,4,0,7,10,2,0,2,2,1,0,7,0,1,1,1,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,0f3c779a-edac-41d5-a625-f9a78a669628,0f3c779a-edac-41d5-a625-f9a78a669628
3/14/23,Athlete G,Forward,3,3. Drill_Defense_PCM_Half Court_4v4,0,17.951,5.6,4,5,11,14,1,1,2,3,1,2,6,8,1,1,4,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,0f3c779a-edac-41d5-a625-f9a78a669628,0f3c779a-edac-41d5-a625-f9a78a669628
3/14/23,Athlete G,Forward,4,4. Drill_Defense_Lane Width Slide_Full Court_1v1,0,11.146,5.7,1,4,7,5,0,0,5,4,0,1,1,5,0,2,2,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0f3c779a-edac-41d5-a625-f9a78a669628,0f3c779a-edac-41d5-a625-f9a78a669628
3/14/23,Athlete G,Forward,5,5. Drill_Defense_Fake Game_Half Court_2v2,0,15.359,4.1,3,2,9,6,0,1,1,4,1,0,4,3,1,3,4,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,0f3c779a-edac-41d5-a625-f9a78a669628,0f3c779a-edac-41d5-a625-f9a78a669628
3/14/23,Athlete G,Forward,6,6. Play_Defense_Post Trap_Half Court_5vG,0,24.44,5.7,2,3,15,15,3,1,3,4,0,4,5,8,2,1,2,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,0f3c779a-edac-41d5-a625-f9a78a669628,0f3c779a-edac-41d5-a625-f9a78a669628
3/14/23,Athlete G,Forward,7,"7. Play_Defense_Pack, Flood, Tag_Half Court_4v4",0,38.914,4,9,4,22,39,3,4,13,11,0,1,12,9,4,1,12,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,0f3c779a-edac-41d5-a625-f9a78a669628,0f3c779a-edac-41d5-a625-f9a78a669628
3/14/23,Athlete G,Forward,8,8. Play_Offense_Rebound to Set_Full Court_5vG,0,42.777,4.8,6,7,19,19,3,3,5,3,1,2,10,12,1,4,3,0,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,0f3c779a-edac-41d5-a625-f9a78a669628,0f3c779a-edac-41d5-a625-f9a78a669628
3/14/23,Athlete G,Forward,9,9. Play_O to D_Full Court_5vG,0,36.939,4,6,8,18,18,4,3,4,4,2,2,12,13,2,4,8,3,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,0f3c779a-edac-41d5-a625-f9a78a669628,0f3c779a-edac-41d5-a625-f9a78a669628
3/14/23,Athlete G,Forward,10,10. Drill_Defense_IW_Full Court_4v4,0,25.501,7.8,7,4,6,10,0,1,11,2,1,0,8,5,1,0,2,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,0f3c779a-edac-41d5-a625-f9a78a669628,0f3c779a-edac-41d5-a625-f9a78a669628
3/14/23,Athlete G,Forward,11,11. Instructional_Offense_Sets_Half Court_5vG,0,11.861,2.5,0,1,2,5,1,0,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0f3c779a-edac-41d5-a625-f9a78a669628,0f3c779a-edac-41d5-a625-f9a78a669628
3/14/23,Athlete G,Forward,12,12. Shooting_Offense_Position_Half Court_Team,0,42.217,6.9,11,8,14,20,0,0,3,3,0,2,11,10,2,3,5,12,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,0f3c779a-edac-41d5-a625-f9a78a669628,0f3c779a-edac-41d5-a625-f9a78a669628
3/14/23,Athlete G,Forward,13,13. Shooting_Offense_Free Throws_Team,0,21.923,4,0,0,3,4,0,0,1,4,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0f3c779a-edac-41d5-a625-f9a78a669628,0f3c779a-edac-41d5-a625-f9a78a669628
3/14/23,Athlete G,Forward,14,14. Extra Work,0,18.025,4,1,3,3,2,2,0,3,2,1,5,4,8,2,1,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,0f3c779a-edac-41d5-a625-f9a78a669628,0f3c779a-edac-41d5-a625-f9a78a669628
3/14/23,Athlete A,Center,1,1. Pre Practice,0,89.815,4.4,8,14,27,29,3,7,19,10,1,2,12,23,3,7,6,15,6,13,91,43,62,208,209,15,26,79,77,9,11,17,30,67,99,35,33,23,91,1.05,304,316,90,877,,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3
3/14/23,Athlete A,Center,2,"2. Drill_Offense_ Flare, Rescreen_Half Court_4v4",0,14.455,3.5,1,4,2,9,0,0,2,0,1,2,2,6,0,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3
3/14/23,Athlete A,Center,3,3. Drill_Defense_PCM_Half Court_4v4,0,18.271,5.7,1,3,25,21,2,0,10,7,0,0,3,3,0,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3
3/14/23,Athlete A,Center,4,4. Drill_Defense_Lane Width Slide_Full Court_1v1,0,8.075,4.1,3,0,3,6,0,0,2,1,0,0,3,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3
3/14/23,Athlete A,Center,5,5. Drill_Defense_Fake Game_Half Court_2v2,0,15.523,4.1,2,0,16,9,0,1,4,4,0,0,2,1,1,2,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3
3/14/23,Athlete A,Center,6,6. Play_Defense_Post Trap_Half Court_5vG,0,26.009,6,4,4,25,14,0,3,9,12,0,0,4,7,2,2,3,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3
3/14/23,Athlete A,Center,7,"7. Play_Defense_Pack, Flood, Tag_Half Court_4v4",0,43.367,4.4,3,5,38,31,1,4,10,14,1,0,5,9,5,3,6,1,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3
3/14/23,Athlete A,Center,8,8. Play_Offense_Rebound to Set_Full Court_5vG,0,41.803,4.7,4,9,20,31,2,3,9,9,2,1,8,13,1,4,3,3,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3
3/14/23,Athlete A,Center,9,9. Play_O to D_Full Court_5vG,0,35.465,3.8,4,8,22,23,1,2,4,7,1,0,6,10,2,3,6,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3
3/14/23,Athlete A,Center,10,10. Drill_Defense_IW_Full Court_4v4,0,22.831,7,7,2,11,11,0,2,3,7,1,1,8,5,1,2,0,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3
3/14/23,Athlete A,Center,11,11. Instructional_Offense_Sets_Half Court_5vG,0,13.257,2.8,0,2,2,2,1,1,0,2,1,0,2,3,0,0,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3
3/14/23,Athlete A,Center,12,12. Shooting_Offense_Position_Half Court_Team,0,37.887,6.2,5,8,14,17,3,2,4,4,1,5,9,15,2,6,4,4,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3
3/14/23,Athlete A,Center,13,13. Shooting_Offense_Free Throws_Team,0,28.398,5.1,1,2,3,4,0,1,3,0,0,0,1,3,0,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3
3/14/23,Athlete A,Center,14,14. Extra Work,0,4.659,3.4,0,1,0,2,2,0,0,0,0,0,2,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3,9f34b64d-d6f8-4bf7-a3fa-1a14638f9ca3
3/14/23,Athlete F,Guard,1,1. Pre Practice,0,48.853,5.5,4,6,9,24,0,1,2,0,0,1,4,8,1,0,0,28,2,2,80,33,65,106,121,7,20,18,29,7,15,14,13,47,100,11,58,11,80,1.08,138,163,60,528,,5403499f-873e-4909-b5eb-3350b5e270bc,5403499f-873e-4909-b5eb-3350b5e270bc
3/14/23,Athlete F,Guard,2,"2. Drill_Offense_ Flare, Rescreen_Half Court_4v4",0,18.798,4.5,0,2,2,5,1,1,2,3,0,0,1,3,2,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,5403499f-873e-4909-b5eb-3350b5e270bc,5403499f-873e-4909-b5eb-3350b5e270bc
3/14/23,Athlete F,Guard,3,3. Drill_Defense_PCM_Half Court_4v4,0,14.809,4.6,1,3,5,6,0,1,2,1,0,3,1,7,1,2,1,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,5403499f-873e-4909-b5eb-3350b5e270bc,5403499f-873e-4909-b5eb-3350b5e270bc
3/14/23,Athlete F,Guard,4,4. Drill_Defense_Lane Width Slide_Full Court_1v1,0,12.2,6.2,1,3,7,6,0,1,1,2,1,1,2,5,0,2,1,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,5403499f-873e-4909-b5eb-3350b5e270bc,5403499f-873e-4909-b5eb-3350b5e270bc
3/14/23,Athlete F,Guard,5,5. Drill_Defense_Fake Game_Half Court_2v2,0,10.576,2.8,2,0,4,8,0,0,1,2,0,2,2,2,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,5403499f-873e-4909-b5eb-3350b5e270bc,5403499f-873e-4909-b5eb-3350b5e270bc
3/14/23,Athlete F,Guard,6,6. Play_Defense_Post Trap_Half Court_5vG,0,19.254,4.5,1,5,14,11,1,4,1,1,2,1,4,10,1,1,1,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,5403499f-873e-4909-b5eb-3350b5e270bc,5403499f-873e-4909-b5eb-3350b5e270bc
3/14/23,Athlete F,Guard,7,"7. Play_Defense_Pack, Flood, Tag_Half Court_4v4",0,29.605,3,3,7,11,14,1,1,2,2,0,0,4,8,2,0,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,5403499f-873e-4909-b5eb-3350b5e270bc,5403499f-873e-4909-b5eb-3350b5e270bc
3/14/23,Athlete F,Guard,8,8. Play_Offense_Rebound to Set_Full Court_5vG,0,61.659,6.9,7,19,27,23,1,7,3,8,4,5,12,31,6,1,1,2,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,5403499f-873e-4909-b5eb-3350b5e270bc,5403499f-873e-4909-b5eb-3350b5e270bc
3/14/23,Athlete F,Guard,9,9. Play_O to D_Full Court_5vG,0,37.08,4,5,11,9,9,2,2,3,6,0,1,7,14,0,4,2,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,5403499f-873e-4909-b5eb-3350b5e270bc,5403499f-873e-4909-b5eb-3350b5e270bc
3/14/23,Athlete F,Guard,10,10. Drill_Defense_IW_Full Court_4v4,0,8.682,2.7,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5403499f-873e-4909-b5eb-3350b5e270bc,5403499f-873e-4909-b5eb-3350b5e270bc
3/14/23,Athlete F,Guard,11,11. Instructional_Offense_Sets_Half Court_5vG,0,24.397,5.2,1,5,4,4,1,1,0,1,0,1,2,7,1,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,5403499f-873e-4909-b5eb-3350b5e270bc,5403499f-873e-4909-b5eb-3350b5e270bc
3/14/23,Athlete F,Guard,12,12. Shooting_Offense_Position_Half Court_Team,0,35.954,5.9,6,4,12,9,0,1,0,2,0,0,6,5,0,2,2,23,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,5403499f-873e-4909-b5eb-3350b5e270bc,5403499f-873e-4909-b5eb-3350b5e270bc
3/14/23,Athlete F,Guard,13,13. Shooting_Offense_Free Throws_Team,0,25.691,4.6,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,5403499f-873e-4909-b5eb-3350b5e270bc,5403499f-873e-4909-b5eb-3350b5e270bc
3/14/23,Athlete H,Guard,1,1. Pre Practice,0,52.251,5.9,6,1,13,22,0,2,0,1,0,4,6,7,0,0,1,30,1,4,75,31,50,140,154,6,18,26,27,5,14,7,13,42,82,10,57,8,75,1,173,194,47,566,,e505d60e-ad3b-430d-a30f-2076a4c1b69d,e505d60e-ad3b-430d-a30f-2076a4c1b69d
3/14/23,Athlete H,Guard,2,"2. Drill_Offense_ Flare, Rescreen_Half Court_4v4",0,21.389,5.1,1,6,8,8,1,0,1,4,1,2,3,8,2,0,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,e505d60e-ad3b-430d-a30f-2076a4c1b69d,e505d60e-ad3b-430d-a30f-2076a4c1b69d
3/14/23,Athlete H,Guard,3,3. Drill_Defense_PCM_Half Court_4v4,0,12.324,3.9,2,2,7,8,0,0,2,4,0,1,2,3,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,e505d60e-ad3b-430d-a30f-2076a4c1b69d,e505d60e-ad3b-430d-a30f-2076a4c1b69d
3/14/23,Athlete H,Guard,4,4. Drill_Defense_Lane Width Slide_Full Court_1v1,0,15.703,8,6,3,8,7,1,1,2,0,1,2,8,6,1,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,e505d60e-ad3b-430d-a30f-2076a4c1b69d,e505d60e-ad3b-430d-a30f-2076a4c1b69d
3/14/23,Athlete H,Guard,5,5. Drill_Defense_Fake Game_Half Court_2v2,0,9.801,2.6,0,2,5,2,0,1,1,1,0,0,0,3,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,e505d60e-ad3b-430d-a30f-2076a4c1b69d,e505d60e-ad3b-430d-a30f-2076a4c1b69d
3/14/23,Athlete H,Guard,6,6. Play_Defense_Post Trap_Half Court_5vG,0,19.89,4.6,1,3,14,14,0,1,1,3,0,0,1,4,0,3,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,e505d60e-ad3b-430d-a30f-2076a4c1b69d,e505d60e-ad3b-430d-a30f-2076a4c1b69d
3/14/23,Athlete H,Guard,7,"7. Play_Defense_Pack, Flood, Tag_Half Court_4v4",0,29.46,3,1,3,12,19,0,1,5,2,1,1,2,5,0,3,4,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,e505d60e-ad3b-430d-a30f-2076a4c1b69d,e505d60e-ad3b-430d-a30f-2076a4c1b69d
3/14/23,Athlete H,Guard,8,8. Play_Offense_Rebound to Set_Full Court_5vG,0,50.5,5.7,1,7,20,20,1,0,8,6,0,2,2,9,3,2,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,e505d60e-ad3b-430d-a30f-2076a4c1b69d,e505d60e-ad3b-430d-a30f-2076a4c1b69d
3/14/23,Athlete H,Guard,9,9. Play_O to D_Full Court_5vG,0,53.95,5.8,6,11,24,35,1,4,4,3,1,0,8,15,1,3,2,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,e505d60e-ad3b-430d-a30f-2076a4c1b69d,e505d60e-ad3b-430d-a30f-2076a4c1b69d
3/14/23,Athlete H,Guard,10,10. Drill_Defense_IW_Full Court_4v4,0,9.414,2.9,1,3,3,0,2,0,2,2,0,1,3,4,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,e505d60e-ad3b-430d-a30f-2076a4c1b69d,e505d60e-ad3b-430d-a30f-2076a4c1b69d
3/14/23,Athlete H,Guard,11,11. Instructional_Offense_Sets_Half Court_5vG,0,15.211,3.3,2,3,2,2,0,1,0,1,1,0,3,4,0,1,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,e505d60e-ad3b-430d-a30f-2076a4c1b69d,e505d60e-ad3b-430d-a30f-2076a4c1b69d
3/14/23,Athlete H,Guard,12,12. Shooting_Offense_Position_Half Court_Team,0,34.081,5.6,4,5,22,17,0,6,0,0,0,1,4,12,0,0,0,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,e505d60e-ad3b-430d-a30f-2076a4c1b69d,e505d60e-ad3b-430d-a30f-2076a4c1b69d
3/14/23,Athlete H,Guard,13,13. Shooting_Offense_Free Throws_Team,0,20.397,3.7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,e505d60e-ad3b-430d-a30f-2076a4c1b69d,e505d60e-ad3b-430d-a30f-2076a4c1b69d
3/14/23,Athlete H,Guard,14,14. Extra Work,0,3.234,3.1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,e505d60e-ad3b-430d-a30f-2076a4c1b69d,e505d60e-ad3b-430d-a30f-2076a4c1b69d
3/14/23,Athlete B,Guard,1,1. Pre Practice,0,101.34,4,9,11,22,27,1,1,6,2,0,1,10,13,1,0,3,35,2,2,176,53,83,172,183,13,29,33,37,2,11,17,10,68,123,21,144,11,176,1.78,222,230,51,819,,579513d0-595a-4a3d-9e54-3e42d3775dc2,882764bf-c2a7-4549-9a38-041cfeb97aa8
3/14/23,Athlete B,Guard,2,"2. Drill_Offense_ Flare, Rescreen_Half Court_4v4",0,29.354,7.1,4,4,11,14,0,5,4,4,1,0,5,9,1,1,2,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,579513d0-595a-4a3d-9e54-3e42d3775dc2,882764bf-c2a7-4549-9a38-041cfeb97aa8
3/14/23,Athlete B,Guard,3,3. Drill_Defense_PCM_Half Court_4v4,0,18.574,5.8,2,5,13,9,2,3,0,5,0,1,4,9,0,0,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,579513d0-595a-4a3d-9e54-3e42d3775dc2,882764bf-c2a7-4549-9a38-041cfeb97aa8
3/14/23,Athlete B,Guard,4,4. Drill_Defense_Lane Width Slide_Full Court_1v1,0,14.558,7.4,3,2,9,2,0,2,1,6,0,1,3,5,2,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,579513d0-595a-4a3d-9e54-3e42d3775dc2,882764bf-c2a7-4549-9a38-041cfeb97aa8
3/14/23,Athlete B,Guard,5,5. Drill_Defense_Fake Game_Half Court_2v2,0,18.668,5,3,3,9,12,0,2,6,1,0,0,3,5,0,1,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,579513d0-595a-4a3d-9e54-3e42d3775dc2,882764bf-c2a7-4549-9a38-041cfeb97aa8
3/14/23,Athlete B,Guard,6,6. Play_Defense_Post Trap_Half Court_5vG,0,23.255,5.4,3,5,19,21,1,0,3,4,0,2,4,7,2,2,1,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,579513d0-595a-4a3d-9e54-3e42d3775dc2,882764bf-c2a7-4549-9a38-041cfeb97aa8
3/14/23,Athlete B,Guard,7,"7. Play_Defense_Pack, Flood, Tag_Half Court_4v4",0,47.26,4.8,8,7,25,20,1,3,1,4,0,4,9,14,7,3,4,2,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,579513d0-595a-4a3d-9e54-3e42d3775dc2,882764bf-c2a7-4549-9a38-041cfeb97aa8
