Date,About,Position,Period Number,Period,Total Acceleration Efforts,Total Player Load,Player Load Per Minute,IMA Accel Low,IMA Decel Low,IMA CoD Left Low,IMA CoD Right Low,IMA Accel Medium,IMA Decel Medium,IMA CoD Left Medium,IMA CoD Right Medium,IMA Accel High,IMA Decel High,IMA Accel Total,IMA Decel Total,IMA CoD Left High,IMA CoD Right High,IMA Jump Count Low Band,IMA Jump Count Med Band,IMA Jump Count High Band,Explosive Efforts,Session Total Jumps,Session Accel Low,Session Decel Low,Session CoD Left Low,Session CoD Right Low,Session Accel Med,Session Decel Medium,Session CoD Left Medium,Session CoD Right Medium,Session IMA Accel High,Session Decel High,Session CoD Left High,Session CoD Right High,Session IMA Accel Total,Session IMA Decel Total,Session Jump Count Low Band,Session Jump Count Med Band,Session Jump Count High Band,Session Total Jump,Session Jumps Per Minute,Total CoD Left,Total CoD Right,Total High IMA,Total IMA,IMA/Min,event-uuid,group-uuid
3/2/23,Athlete D,Guard,5,5. Play_Defense_Post Trap_Half Court_5vG,0,21.582,3.6,1,5,22,25,1,4,3,2,0,2,2,11,0,1,4,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,c3d1d09f-16fe-4537-ba14-f01a838cd545,c3d1d09f-16fe-4537-ba14-f01a838cd545
3/2/23,Athlete D,Guard,6,6. Play_Defense_Paint Touch_Half Court_4v4,0,30.058,3.3,1,11,26,20,1,4,7,4,1,0,3,15,0,0,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,c3d1d09f-16fe-4537-ba14-f01a838cd545,c3d1d09f-16fe-4537-ba14-f01a838cd545
3/2/23,Athlete D,Guard,7,7. Play_Offense__Rebound to Go to Set_Full Court_5vG,0,55.727,4.6,1,7,14,26,1,3,3,8,2,5,4,15,0,2,3,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,c3d1d09f-16fe-4537-ba14-f01a838cd545,c3d1d09f-16fe-4537-ba14-f01a838cd545
3/2/23,Athlete D,Guard,8,8. Play_0 to D_Full Court_5vG,0,49.937,5.1,3,10,15,28,0,5,4,9,0,4,3,19,1,0,3,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,c3d1d09f-16fe-4537-ba14-f01a838cd545,c3d1d09f-16fe-4537-ba14-f01a838cd545
3/2/23,Athlete D,Guard,9,9. Play_Offense_Press to Zone_Full Court_5vG,0,21.722,5.2,3,10,10,12,1,2,0,2,0,0,4,12,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,c3d1d09f-16fe-4537-ba14-f01a838cd545,c3d1d09f-16fe-4537-ba14-f01a838cd545
3/2/23,Athlete D,Guard,10,10. Drill_Defense_IW_Full Court_4v4,0,12.281,3.4,1,2,7,4,0,1,0,0,0,1,1,4,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,c3d1d09f-16fe-4537-ba14-f01a838cd545,c3d1d09f-16fe-4537-ba14-f01a838cd545
3/2/23,Athlete D,Guard,11,11. Shooting_Offense_Position_Half Court_Team,0,45.376,6.6,4,20,30,23,0,0,3,4,0,0,4,20,0,0,0,31,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,c3d1d09f-16fe-4537-ba14-f01a838cd545,c3d1d09f-16fe-4537-ba14-f01a838cd545
3/2/23,Athlete D,Guard,12,12. Free Throws,0,39.472,3.2,4,6,6,3,2,1,0,1,0,1,6,8,0,0,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,c3d1d09f-16fe-4537-ba14-f01a838cd545,c3d1d09f-16fe-4537-ba14-f01a838cd545
3/2/23,Athlete G,Forward,1,1. Pre Practice,0,82.487,4.2,10,11,22,20,3,2,5,2,1,0,14,13,0,3,19,17,11,4,159,59,71,207,201,17,25,51,50,14,9,23,23,90,105,68,52,39,159,1.54,281,274,108,909,,2b29c826-2501-46ce-aafa-d0e1db6fb447,2b29c826-2501-46ce-aafa-d0e1db6fb447
3/2/23,Athlete G,Forward,2,"2. Drill_Offense_Drive Outside, Pocket_Half Court_3v3",0,30.438,4.3,3,7,7,15,0,3,3,4,0,0,3,10,0,2,1,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,2b29c826-2501-46ce-aafa-d0e1db6fb447,2b29c826-2501-46ce-aafa-d0e1db6fb447
3/2/23,Athlete G,Forward,3,3. Play_Offense_Sides 6 Pass Sureness to Score_Half Court_5vG,0,23.235,4.8,4,6,20,12,0,1,2,2,0,0,4,7,1,1,5,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,2b29c826-2501-46ce-aafa-d0e1db6fb447,2b29c826-2501-46ce-aafa-d0e1db6fb447
3/2/23,Athlete G,Forward,4,4. Drill_Defense_3 Around 1 Close from BS_Half Court_4v4,0,26.37,3.8,3,1,20,26,0,1,8,5,1,1,4,3,1,2,4,3,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,2b29c826-2501-46ce-aafa-d0e1db6fb447,2b29c826-2501-46ce-aafa-d0e1db6fb447
3/2/23,Athlete G,Forward,5,5. Play_Defense_Post Trap_Half Court_5vG,0,29.238,4.9,2,3,23,13,4,3,2,6,0,2,6,8,4,3,3,1,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,2b29c826-2501-46ce-aafa-d0e1db6fb447,2b29c826-2501-46ce-aafa-d0e1db6fb447
3/2/23,Athlete G,Forward,6,6. Play_Defense_Paint Touch_Half Court_4v4,0,43.85,4.8,7,11,28,20,1,4,4,9,4,2,12,17,6,5,8,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,2b29c826-2501-46ce-aafa-d0e1db6fb447,2b29c826-2501-46ce-aafa-d0e1db6fb447
3/2/23,Athlete G,Forward,7,7. Play_Offense__Rebound to Go to Set_Full Court_5vG,0,62.525,5.2,10,7,43,38,2,2,10,6,4,3,16,12,6,3,7,4,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,2b29c826-2501-46ce-aafa-d0e1db6fb447,2b29c826-2501-46ce-aafa-d0e1db6fb447
3/2/23,Athlete G,Forward,8,8. Play_0 to D_Full Court_5vG,0,38.51,3.9,8,7,21,20,0,1,3,4,1,0,9,8,0,1,9,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,2b29c826-2501-46ce-aafa-d0e1db6fb447,2b29c826-2501-46ce-aafa-d0e1db6fb447
3/2/23,Athlete G,Forward,9,9. Play_Offense_Press to Zone_Full Court_5vG,0,18.36,4.4,1,6,2,11,3,0,4,2,1,0,5,6,1,1,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,2b29c826-2501-46ce-aafa-d0e1db6fb447,2b29c826-2501-46ce-aafa-d0e1db6fb447
3/2/23,Athlete G,Forward,10,10. Drill_Defense_IW_Full Court_4v4,0,20.32,5.6,2,3,5,7,1,2,3,1,1,1,4,6,1,0,2,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,2b29c826-2501-46ce-aafa-d0e1db6fb447,2b29c826-2501-46ce-aafa-d0e1db6fb447
3/2/23,Athlete G,Forward,11,11. Shooting_Offense_Position_Half Court_Team,0,49.341,7.2,9,8,13,17,3,6,6,9,1,0,13,14,1,2,6,18,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,2b29c826-2501-46ce-aafa-d0e1db6fb447,2b29c826-2501-46ce-aafa-d0e1db6fb447
3/2/23,Athlete G,Forward,12,12. Free Throws,0,39.065,2.9,0,1,3,2,0,0,1,0,0,0,0,1,2,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,2b29c826-2501-46ce-aafa-d0e1db6fb447,2b29c826-2501-46ce-aafa-d0e1db6fb447
3/2/23,Athlete J,Forward,1,1. Pre Practice,0,137.446,6.1,18,20,37,28,2,1,4,9,2,1,22,22,5,5,3,11,11,13,118,59,76,152,194,22,27,27,55,17,15,22,24,98,118,50,37,31,118,1.12,201,273,109,808,,5d16d62b-6c62-4163-b7a6-0fcba400448b,5d16d62b-6c62-4163-b7a6-0fcba400448b
3/2/23,Athlete J,Forward,2,"2. Drill_Offense_Drive Outside, Pocket_Half Court_3v3",0,34.386,4.9,4,4,6,12,1,1,0,2,1,2,6,7,1,0,6,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,5d16d62b-6c62-4163-b7a6-0fcba400448b,5d16d62b-6c62-4163-b7a6-0fcba400448b
3/2/23,Athlete J,Forward,3,3. Play_Offense_Sides 6 Pass Sureness to Score_Half Court_5vG,0,24.338,5.1,3,4,12,10,1,2,0,2,1,2,5,8,1,1,2,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,5d16d62b-6c62-4163-b7a6-0fcba400448b,5d16d62b-6c62-4163-b7a6-0fcba400448b
3/2/23,Athlete J,Forward,4,4. Drill_Defense_3 Around 1 Close from BS_Half Court_4v4,0,36.442,5.3,5,8,23,23,1,5,3,10,3,4,9,17,2,1,7,3,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,5d16d62b-6c62-4163-b7a6-0fcba400448b,5d16d62b-6c62-4163-b7a6-0fcba400448b
3/2/23,Athlete J,Forward,5,5. Play_Defense_Post Trap_Half Court_5vG,0,28.961,4.9,10,8,10,18,2,3,3,5,2,0,14,11,1,3,5,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,5d16d62b-6c62-4163-b7a6-0fcba400448b,5d16d62b-6c62-4163-b7a6-0fcba400448b
3/2/23,Athlete J,Forward,6,6. Play_Defense_Paint Touch_Half Court_4v4,0,42.738,4.7,4,4,24,34,1,4,3,11,0,1,5,9,7,0,9,5,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,5d16d62b-6c62-4163-b7a6-0fcba400448b,5d16d62b-6c62-4163-b7a6-0fcba400448b
3/2/23,Athlete J,Forward,7,7. Play_Offense__Rebound to Go to Set_Full Court_5vG,0,62.054,5.1,4,12,14,30,4,3,5,4,3,1,11,16,0,1,7,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,5d16d62b-6c62-4163-b7a6-0fcba400448b,5d16d62b-6c62-4163-b7a6-0fcba400448b
3/2/23,Athlete J,Forward,8,8. Play_0 to D_Full Court_5vG,0,35.639,3.6,2,3,10,17,2,3,4,4,0,1,4,7,4,2,5,3,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,5d16d62b-6c62-4163-b7a6-0fcba400448b,5d16d62b-6c62-4163-b7a6-0fcba400448b
3/2/23,Athlete J,Forward,9,9. Play_Offense_Press to Zone_Full Court_5vG,0,11.643,2.8,0,2,4,5,0,1,0,0,0,0,0,3,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,5d16d62b-6c62-4163-b7a6-0fcba400448b,5d16d62b-6c62-4163-b7a6-0fcba400448b
3/2/23,Athlete J,Forward,10,10. Drill_Defense_IW_Full Court_4v4,0,20.378,5.6,3,3,3,5,0,0,1,0,1,1,4,4,0,4,2,3,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,5d16d62b-6c62-4163-b7a6-0fcba400448b,5d16d62b-6c62-4163-b7a6-0fcba400448b
3/2/23,Athlete J,Forward,11,11. Shooting_Offense_Position_Half Court_Team,0,46.75,6.8,4,7,7,9,6,4,3,5,3,2,13,13,1,6,4,4,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,5d16d62b-6c62-4163-b7a6-0fcba400448b,5d16d62b-6c62-4163-b7a6-0fcba400448b
3/2/23,Athlete J,Forward,12,12. Free Throws,0,44.862,3.7,2,1,2,3,2,0,1,3,1,0,5,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,5d16d62b-6c62-4163-b7a6-0fcba400448b,5d16d62b-6c62-4163-b7a6-0fcba400448b
3/2/23,Athlete B,Guard,1,1. Pre Practice,0,144.45,4.9,4,16,30,17,1,1,1,4,0,0,5,17,0,0,8,140,1,0,242,60,104,272,220,10,30,45,43,8,19,9,13,78,153,44,187,11,242,2.15,326,276,60,1075,,3109a07c-165e-4356-94b6-357ada26b5e4,9a13033b-ff9c-4ea5-8650-236d49e21c77
3/2/23,Athlete B,Guard,2,"2. Drill_Offense_Drive Outside, Pocket_Half Court_3v3",0,33.697,4.8,3,4,12,11,1,2,3,3,0,3,4,9,0,0,0,9,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,3109a07c-165e-4356-94b6-357ada26b5e4,9a13033b-ff9c-4ea5-8650-236d49e21c77
3/2/23,Athlete B,Guard,3,3. Play_Offense_Sides 6 Pass Sureness to Score_Half Court_5vG,0,35.548,7.4,5,9,21,17,0,3,4,2,0,1,5,13,0,2,7,7,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,3109a07c-165e-4356-94b6-357ada26b5e4,9a13033b-ff9c-4ea5-8650-236d49e21c77
3/2/23,Athlete B,Guard,4,4. Drill_Defense_3 Around 1 Close from BS_Half Court_4v4,0,30.482,4.4,6,5,20,29,1,3,3,2,0,0,7,8,1,1,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,3109a07c-165e-4356-94b6-357ada26b5e4,9a13033b-ff9c-4ea5-8650-236d49e21c77
3/2/23,Athlete B,Guard,5,5. Play_Defense_Post Trap_Half Court_5vG,0,38.886,6.6,6,17,35,24,0,5,5,6,3,3,9,25,1,0,6,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,3109a07c-165e-4356-94b6-357ada26b5e4,9a13033b-ff9c-4ea5-8650-236d49e21c77
3/2/23,Athlete B,Guard,6,6. Play_Defense_Paint Touch_Half Court_4v4,0,37.389,4.1,5,10,25,26,2,1,8,4,0,2,7,13,3,2,7,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,3109a07c-165e-4356-94b6-357ada26b5e4,9a13033b-ff9c-4ea5-8650-236d49e21c77
3/2/23,Athlete B,Guard,7,7. Play_Offense__Rebound to Go to Set_Full Court_5vG,0,76.692,6.3,5,12,35,37,3,6,11,9,2,5,10,23,2,5,2,4,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,3109a07c-165e-4356-94b6-357ada26b5e4,9a13033b-ff9c-4ea5-8650-236d49e21c77
3/2/23,Athlete B,Guard,8,8. Play_0 to D_Full Court_5vG,0,67.99,6.9,5,8,37,22,2,3,6,5,3,1,10,12,1,1,6,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,3109a07c-165e-4356-94b6-357ada26b5e4,9a13033b-ff9c-4ea5-8650-236d49e21c77
3/2/23,Athlete B,Guard,9,9. Play_Offense_Press to Zone_Full Court_5vG,0,21.822,5.2,3,3,17,13,0,0,3,4,0,1,3,4,0,1,5,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,3109a07c-165e-4356-94b6-357ada26b5e4,9a13033b-ff9c-4ea5-8650-236d49e21c77
3/2/23,Athlete B,Guard,10,10. Drill_Defense_IW_Full Court_4v4,0,15.898,4.4,2,2,3,2,0,2,0,0,0,0,2,4,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,3109a07c-165e-4356-94b6-357ada26b5e4,9a13033b-ff9c-4ea5-8650-236d49e21c77
3/2/23,Athlete B,Guard,11,11. Shooting_Offense_Position_Half Court_Team,0,50.665,7.4,15,17,35,21,0,3,1,4,0,3,15,23,0,0,1,21,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,3109a07c-165e-4356-94b6-357ada26b5e4,9a13033b-ff9c-4ea5-8650-236d49e21c77
3/2/23,Athlete B,Guard,12,12. Free Throws,0,42.959,3.4,1,1,2,1,0,1,0,0,0,0,1,2,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3109a07c-165e-4356-94b6-357ada26b5e4,9a13033b-ff9c-4ea5-8650-236d49e21c77
3/2/23,Athlete I,Guard,1,1. Pre Practice,0,182.393,4.9,6,27,41,64,8,9,5,11,5,1,19,37,3,0,7,64,11,9,162,36,115,244,305,16,62,66,82,13,28,24,45,65,205,39,91,32,162,1.41,334,432,142,1198,,4bd5dee9-87aa-47da-970d-deec2a854ccf,4bd5dee9-87aa-47da-970d-deec2a854ccf
3/2/23,Athlete I,Guard,2,"2. Drill_Offense_Drive Outside, Pocket_Half Court_3v3",0,43.874,6.2,3,3,13,22,0,5,11,2,0,2,3,10,1,4,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,4bd5dee9-87aa-47da-970d-deec2a854ccf,4bd5dee9-87aa-47da-970d-deec2a854ccf
3/2/23,Athlete I,Guard,3,3. Play_Offense_Sides 6 Pass Sureness to Score_Half Court_5vG,0,36.527,7.6,2,8,16,21,0,0,9,6,1,1,3,9,4,2,8,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,4bd5dee9-87aa-47da-970d-deec2a854ccf,4bd5dee9-87aa-47da-970d-deec2a854ccf
3/2/23,Athlete I,Guard,4,4. Drill_Defense_3 Around 1 Close from BS_Half Court_4v4,0,52.727,7.6,4,10,21,34,0,7,7,13,1,5,5,22,4,8,3,3,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,4bd5dee9-87aa-47da-970d-deec2a854ccf,4bd5dee9-87aa-47da-970d-deec2a854ccf
3/2/23,Athlete I,Guard,5,5. Play_Defense_Post Trap_Half Court_5vG,0,31.707,5.3,2,7,12,18,2,3,5,1,2,0,6,10,2,3,3,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,4bd5dee9-87aa-47da-970d-deec2a854ccf,4bd5dee9-87aa-47da-970d-deec2a854ccf
3/2/23,Athlete I,Guard,6,6. Play_Defense_Paint Touch_Half Court_4v4,0,78.822,8.7,5,12,30,37,3,13,9,11,3,9,11,34,3,10,4,2,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,4bd5dee9-87aa-47da-970d-deec2a854ccf,4bd5dee9-87aa-47da-970d-deec2a854ccf
3/2/23,Athlete I,Guard,7,7. Play_Offense__Rebound to Go to Set_Full Court_5vG,0,47.354,3.9,3,5,26,15,2,5,5,9,0,1,5,11,0,6,2,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,4bd5dee9-87aa-47da-970d-deec2a854ccf,4bd5dee9-87aa-47da-970d-deec2a854ccf
3/2/23,Athlete I,Guard,8,8. Play_0 to D_Full Court_5vG,0,65.09,6.6,3,7,18,28,0,3,5,9,0,3,3,13,5,6,5,1,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,4bd5dee9-87aa-47da-970d-deec2a854ccf,4bd5dee9-87aa-47da-970d-deec2a854ccf
3/2/23,Athlete I,Guard,9,9. Play_Offense_Press to Zone_Full Court_5vG,0,30.802,7.3,0,3,17,24,0,1,3,7,0,2,0,6,1,2,5,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,4bd5dee9-87aa-47da-970d-deec2a854ccf,4bd5dee9-87aa-47da-970d-deec2a854ccf
3/2/23,Athlete I,Guard,10,10. Drill_Defense_IW_Full Court_4v4,0,27.739,7.7,0,0,7,5,0,0,1,4,0,1,0,1,1,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,4bd5dee9-87aa-47da-970d-deec2a854ccf,4bd5dee9-87aa-47da-970d-deec2a854ccf
3/2/23,Athlete I,Guard,11,11. Shooting_Offense_Position_Half Court_Team,0,49.042,7.1,7,16,36,24,1,7,6,8,0,3,8,26,0,2,0,16,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,4bd5dee9-87aa-47da-970d-deec2a854ccf,4bd5dee9-87aa-47da-970d-deec2a854ccf
3/2/23,Athlete I,Guard,12,12. Free Throws,0,36.755,5.1,1,17,7,13,0,9,0,1,1,0,2,26,0,1,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,4bd5dee9-87aa-47da-970d-deec2a854ccf,4bd5dee9-87aa-47da-970d-deec2a854ccf
3/2/23,Ben Vander Plas,Forward,1,1. Pre Practice,0,77.253,2.6,3,10,8,8,1,3,1,3,6,0,10,13,1,0,1,19,0,7,42,21,23,46,54,5,12,3,12,8,4,1,4,34,39,9,30,3,42,0.41,50,70,20,235,,ebd0754b-8a02-4077-9d9d-427cf7ec20e2,ebd0754b-8a02-4077-9d9d-427cf7ec20e2
3/2/23,Ben Vander Plas,Forward,2,"2. Drill_Offense_Drive Outside, Pocket_Half Court_3v3",0,22.777,3.2,3,3,5,14,1,3,0,3,0,1,4,7,0,0,1,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,ebd0754b-8a02-4077-9d9d-427cf7ec20e2,ebd0754b-8a02-4077-9d9d-427cf7ec20e2
3/2/23,Ben Vander Plas,Forward,3,3. Play_Offense_Sides 6 Pass Sureness to Score_Half Court_5vG,0,9.496,2,1,0,3,2,1,0,0,3,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,ebd0754b-8a02-4077-9d9d-427cf7ec20e2,ebd0754b-8a02-4077-9d9d-427cf7ec20e2
3/2/23,Ben Vander Plas,Forward,4,4. Drill_Defense_3 Around 1 Close from BS_Half Court_4v4,0,14.21,2.1,4,3,8,8,0,1,0,2,1,0,5,4,0,2,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,ebd0754b-8a02-4077-9d9d-427cf7ec20e2,ebd0754b-8a02-4077-9d9d-427cf7ec20e2
3/2/23,Ben Vander Plas,Forward,5,5. Play_Defense_Post Trap_Half Court_5vG,0,13.775,2.3,0,2,8,7,0,1,1,1,0,1,0,4,0,2,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,ebd0754b-8a02-4077-9d9d-427cf7ec20e2,ebd0754b-8a02-4077-9d9d-427cf7ec20e2
3/2/23,Ben Vander Plas,Forward,6,6. Play_Defense_Paint Touch_Half Court_4v4,0,19.578,2.1,7,3,8,7,1,3,1,0,1,1,9,7,0,0,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,ebd0754b-8a02-4077-9d9d-427cf7ec20e2,ebd0754b-8a02-4077-9d9d-427cf7ec20e2
3/2/23,Ben Vander Plas,Forward,7,7. Play_Offense__Rebound to Go to Set_Full Court_5vG,0,4.523,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,ebd0754b-8a02-4077-9d9d-427cf7ec20e2,ebd0754b-8a02-4077-9d9d-427cf7ec20e2
3/2/23,Ben Vander Plas,Forward,8,8. Play_0 to D_Full Court_5vG,0,8.803,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,ebd0754b-8a02-4077-9d9d-427cf7ec20e2,ebd0754b-8a02-4077-9d9d-427cf7ec20e2
3/2/23,Ben Vander Plas,Forward,9,9. Play_Offense_Press to Zone_Full Court_5vG,0,3.222,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,ebd0754b-8a02-4077-9d9d-427cf7ec20e2,ebd0754b-8a02-4077-9d9d-427cf7ec20e2
3/2/23,Ben Vander Plas,Forward,10,10. Drill_Defense_IW_Full Court_4v4,0,2.045,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,ebd0754b-8a02-4077-9d9d-427cf7ec20e2,ebd0754b-8a02-4077-9d9d-427cf7ec20e2
3/2/23,Ben Vander Plas,Forward,11,11. Shooting_Offense_Position_Half Court_Team,0,22.788,3.3,2,0,4,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,ebd0754b-8a02-4077-9d9d-427cf7ec20e2,ebd0754b-8a02-4077-9d9d-427cf7ec20e2
3/2/23,Ben Vander Plas,Forward,12,12. Free Throws,0,37.776,3.1,1,2,2,2,1,1,0,0,0,1,2,4,0,0,4,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,ebd0754b-8a02-4077-9d9d-427cf7ec20e2,ebd0754b-8a02-4077-9d9d-427cf7ec20e2
3/2/23,Athlete E,Forward,1,1. Pre Practice,0,113.149,5.1,11,27,35,33,1,8,7,8,1,1,13,36,2,3,9,60,14,7,174,45,86,222,239,13,32,65,66,15,14,15,14,73,132,55,79,40,174,1.66,302,319,98,1000,,3ac38fcb-2d1c-40e8-8c8c-c65b36c45d7b,1aaffc4b-56e9-4cde-b395-45b86d94fc4e
3/2/23,Athlete E,Forward,2,"2. Drill_Offense_Drive Outside, Pocket_Half Court_3v3",0,36.895,5.2,2,2,16,19,2,3,9,4,0,2,4,7,0,0,1,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,3ac38fcb-2d1c-40e8-8c8c-c65b36c45d7b,1aaffc4b-56e9-4cde-b395-45b86d94fc4e
3/2/23,Athlete E,Forward,3,3. Play_Offense_Sides 6 Pass Sureness to Score_Half Court_5vG,0,10.676,2.2,0,2,3,5,0,1,0,2,0,0,0,3,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3ac38fcb-2d1c-40e8-8c8c-c65b36c45d7b,1aaffc4b-56e9-4cde-b395-45b86d94fc4e
3/2/23,Athlete E,Forward,4,4. Drill_Defense_3 Around 1 Close from BS_Half Court_4v4,0,36.87,5.3,4,8,35,28,0,2,8,10,0,2,4,12,0,1,5,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,3ac38fcb-2d1c-40e8-8c8c-c65b36c45d7b,1aaffc4b-56e9-4cde-b395-45b86d94fc4e
3/2/23,Athlete E,Forward,5,5. Play_Defense_Post Trap_Half Court_5vG,0,44.612,7.5,3,11,40,40,2,3,10,7,3,4,8,18,2,2,8,4,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,3ac38fcb-2d1c-40e8-8c8c-c65b36c45d7b,1aaffc4b-56e9-4cde-b395-45b86d94fc4e
3/2/23,Athlete E,Forward,6,6. Play_Defense_Paint Touch_Half Court_4v4,0,40.258,4.4,4,6,26,26,1,3,10,7,3,1,8,10,3,1,5,3,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,3ac38fcb-2d1c-40e8-8c8c-c65b36c45d7b,1aaffc4b-56e9-4cde-b395-45b86d94fc4e
3/2/23,Athlete E,Forward,7,7. Play_Offense__Rebound to Go to Set_Full Court_5vG,0,67.041,5.5,13,13,32,36,2,3,5,11,2,1,17,17,3,1,10,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,3ac38fcb-2d1c-40e8-8c8c-c65b36c45d7b,1aaffc4b-56e9-4cde-b395-45b86d94fc4e
3/2/23,Athlete E,Forward,8,8. Play_0 to D_Full Court_5vG,0,33.688,3.4,5,2,16,20,0,2,6,4,0,0,5,4,0,1,12,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,3ac38fcb-2d1c-40e8-8c8c-c65b36c45d7b,1aaffc4b-56e9-4cde-b395-45b86d94fc4e
3/2/23,Athlete E,Forward,9,9. Play_Offense_Press to Zone_Full Court_5vG,0,13.842,3.3,1,1,3,7,0,2,1,2,0,0,1,3,0,0,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,3ac38fcb-2d1c-40e8-8c8c-c65b36c45d7b,1aaffc4b-56e9-4cde-b395-45b86d94fc4e
3/2/23,Athlete E,Forward,10,10. Drill_Defense_IW_Full Court_4v4,0,19.099,5.3,1,3,7,6,0,2,2,3,1,0,2,5,0,1,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,3ac38fcb-2d1c-40e8-8c8c-c65b36c45d7b,1aaffc4b-56e9-4cde-b395-45b86d94fc4e
3/2/23,Athlete E,Forward,11,11. Shooting_Offense_Position_Half Court_Team,0,50.922,7.4,1,9,7,16,4,2,5,8,5,3,10,14,5,4,1,4,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,3ac38fcb-2d1c-40e8-8c8c-c65b36c45d7b,1aaffc4b-56e9-4cde-b395-45b86d94fc4e
