Date,About,Position,Period Number,Period,Total Acceleration Efforts,Total Player Load,Player Load Per Minute,IMA Accel Low,IMA Decel Low,IMA CoD Left Low,IMA CoD Right Low,IMA Accel Medium,IMA Decel Medium,IMA CoD Left Medium,IMA CoD Right Medium,IMA Accel High,IMA Decel High,IMA Accel Total,IMA Decel Total,IMA CoD Left High,IMA CoD Right High,IMA Jump Count Low Band,IMA Jump Count Med Band,IMA Jump Count High Band,Explosive Efforts,Session Total Jumps,Session Accel Low,Session Decel Low,Session CoD Left Low,Session CoD Right Low,Session Accel Med,Session Decel Medium,Session CoD Left Medium,Session CoD Right Medium,Session IMA Accel High,Session Decel High,Session CoD Left High,Session CoD Right High,Session IMA Accel Total,Session IMA Decel Total,Session Jump Count Low Band,Session Jump Count Med Band,Session Jump Count High Band,Session Total Jump,Session Jumps Per Minute,Total CoD Left,Total CoD Right,Total High IMA,Total IMA,IMA/Min,event-uuid,group-uuid
3/13/24,Athlete E,Forward,1,1. Pre Practice,0,228.177,4.9,11,36,40,36,7,11,7,4,3,6,21,53,1,4,18,101,11,14,197,49,82,210,199,19,33,45,55,12,18,11,27,80,133,57,117,23,197,1.75,266,281,91,957,20.67,735d4b60-9bd0-41d6-a9e5-b94432a01350,f85f0e57-ac6f-4121-b063-b3800e15571d
3/13/24,Athlete E,Forward,2,2. Drill_Defense_Fake Game_Half Court_1v1,0,30.349,7.4,1,3,20,9,2,1,6,7,2,1,5,5,0,0,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,735d4b60-9bd0-41d6-a9e5-b94432a01350,f85f0e57-ac6f-4121-b063-b3800e15571d
3/13/24,Athlete E,Forward,3,3. Drill_Defense_Ball Screen Breakdown to Rebound_Half Court_5v5,0,27.615,5.1,3,4,12,17,0,1,2,2,1,1,4,6,1,0,7,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,735d4b60-9bd0-41d6-a9e5-b94432a01350,f85f0e57-ac6f-4121-b063-b3800e15571d
3/13/24,Athlete E,Forward,4,4. Play_Defense_Scramble_Half Court_5v5,0,61.841,6.5,11,9,30,42,1,5,10,9,1,4,13,18,3,0,6,3,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,735d4b60-9bd0-41d6-a9e5-b94432a01350,f85f0e57-ac6f-4121-b063-b3800e15571d
3/13/24,Athlete E,Forward,5,5. Play_Defense_Half Court D_Half Court_5vG,0,60.133,5.3,6,7,34,35,5,4,8,10,1,3,12,14,1,7,6,2,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,735d4b60-9bd0-41d6-a9e5-b94432a01350,f85f0e57-ac6f-4121-b063-b3800e15571d
3/13/24,Athlete E,Forward,6,6. Play_Offense_Half Court O_Half Court_5vG,0,77.313,5.9,8,6,31,27,4,4,5,9,3,1,15,11,2,7,4,5,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,735d4b60-9bd0-41d6-a9e5-b94432a01350,f85f0e57-ac6f-4121-b063-b3800e15571d
3/13/24,Athlete E,Forward,7,7. Play_O to D_Full Court_5vG,0,80.173,6.2,8,14,42,32,0,7,7,14,1,2,9,23,3,9,14,3,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,735d4b60-9bd0-41d6-a9e5-b94432a01350,f85f0e57-ac6f-4121-b063-b3800e15571d
3/13/24,Athlete E,Forward,8,8. Free Throws,0,28.923,2.8,1,3,1,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,735d4b60-9bd0-41d6-a9e5-b94432a01350,f85f0e57-ac6f-4121-b063-b3800e15571d
3/13/24,Athlete O,Forward,1,1. Pre Practice,0,241.863,4.6,6,68,36,34,1,5,7,4,5,1,12,74,2,0,20,159,21,8,288,63,156,177,220,17,40,26,34,12,14,11,4,92,210,78,175,35,288,2.49,214,258,76,1062,20.03,18e8a460-4632-41b6-a9cb-99d3bd371a18,b475b268-92f7-4838-9c3f-7b2ce4071ba2
3/13/24,Athlete O,Forward,2,2. Drill_Defense_Fake Game_Half Court_1v1,0,28.505,6.9,4,5,7,11,2,1,3,3,1,1,7,7,2,1,3,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,18e8a460-4632-41b6-a9cb-99d3bd371a18,b475b268-92f7-4838-9c3f-7b2ce4071ba2
3/13/24,Athlete O,Forward,3,3. Drill_Defense_Ball Screen Breakdown to Rebound_Half Court_5v5,0,29.773,5.5,10,16,14,14,1,2,1,4,0,1,11,19,0,0,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,18e8a460-4632-41b6-a9cb-99d3bd371a18,b475b268-92f7-4838-9c3f-7b2ce4071ba2
3/13/24,Athlete O,Forward,4,4. Play_Defense_Scramble_Half Court_5v5,0,64.199,6.8,6,15,33,42,4,8,6,8,1,4,11,27,3,1,10,2,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,18e8a460-4632-41b6-a9cb-99d3bd371a18,b475b268-92f7-4838-9c3f-7b2ce4071ba2
3/13/24,Athlete O,Forward,5,5. Play_Defense_Half Court D_Half Court_5vG,0,65.968,5.8,12,13,28,35,3,9,2,6,1,2,16,24,3,1,11,2,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,18e8a460-4632-41b6-a9cb-99d3bd371a18,b475b268-92f7-4838-9c3f-7b2ce4071ba2
3/13/24,Athlete O,Forward,6,6. Play_Offense_Half Court O_Half Court_5vG,0,81.574,6.2,8,20,20,44,4,10,4,1,1,2,13,32,0,1,15,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,18e8a460-4632-41b6-a9cb-99d3bd371a18,b475b268-92f7-4838-9c3f-7b2ce4071ba2
3/13/24,Athlete O,Forward,7,7. Play_O to D_Full Court_5vG,0,81.692,6.3,17,19,38,39,2,5,3,8,3,3,22,27,0,0,16,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,18e8a460-4632-41b6-a9cb-99d3bd371a18,b475b268-92f7-4838-9c3f-7b2ce4071ba2
3/13/24,Athlete O,Forward,8,8. Free Throws,0,18.085,2.8,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,18e8a460-4632-41b6-a9cb-99d3bd371a18,b475b268-92f7-4838-9c3f-7b2ce4071ba2
3/13/24,Athlete Q,Forward,1,1. Pre Practice,0,134.343,2.8,5,16,23,25,1,5,3,8,0,1,6,22,4,0,1,24,12,5,73,32,70,172,175,7,18,31,44,7,12,13,9,46,100,18,37,18,73,0.64,216,228,59,663,13.59,70756cd3-91b8-4d57-bb9e-cd71d351c496,21cd07b6-e6f0-483f-af2c-571598c447de
3/13/24,Athlete Q,Forward,2,2. Drill_Defense_Fake Game_Half Court_1v1,0,28.111,6.8,3,10,11,12,0,2,4,6,1,2,4,14,2,2,2,6,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,70756cd3-91b8-4d57-bb9e-cd71d351c496,21cd07b6-e6f0-483f-af2c-571598c447de
3/13/24,Athlete Q,Forward,3,3. Drill_Defense_Ball Screen Breakdown to Rebound_Half Court_5v5,0,29.392,5.5,8,5,25,26,2,0,1,6,0,0,10,5,0,2,4,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,70756cd3-91b8-4d57-bb9e-cd71d351c496,21cd07b6-e6f0-483f-af2c-571598c447de
3/13/24,Athlete Q,Forward,4,4. Play_Defense_Scramble_Half Court_5v5,0,55.027,5.8,5,16,41,46,2,6,5,7,0,1,7,23,2,2,4,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,70756cd3-91b8-4d57-bb9e-cd71d351c496,21cd07b6-e6f0-483f-af2c-571598c447de
3/13/24,Athlete Q,Forward,5,5. Play_Defense_Half Court D_Half Court_5vG,0,49.374,4.4,6,9,31,30,1,5,8,12,2,4,9,18,2,3,4,2,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,70756cd3-91b8-4d57-bb9e-cd71d351c496,21cd07b6-e6f0-483f-af2c-571598c447de
3/13/24,Athlete Q,Forward,6,6. Play_Offense_Half Court O_Half Court_5vG,0,36.774,2.8,1,7,19,16,0,0,5,1,2,0,3,7,1,0,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,70756cd3-91b8-4d57-bb9e-cd71d351c496,21cd07b6-e6f0-483f-af2c-571598c447de
3/13/24,Athlete Q,Forward,7,7. Play_O to D_Full Court_5vG,0,46.716,3.6,3,5,21,17,1,0,5,4,2,4,6,9,2,0,2,1,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,70756cd3-91b8-4d57-bb9e-cd71d351c496,21cd07b6-e6f0-483f-af2c-571598c447de
3/13/24,Athlete Q,Forward,8,8. Free Throws,0,21.608,2.5,1,2,1,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,70756cd3-91b8-4d57-bb9e-cd71d351c496,21cd07b6-e6f0-483f-af2c-571598c447de
3/13/24,Athlete M,Guard,1,1. RtC,0,121.022,2.2,5,10,10,20,2,5,1,6,1,6,8,21,2,3,0,0,0,12,0,6,12,11,23,2,5,1,8,1,6,2,3,9,23,0,0,0,0,0,14,34,12,80,1.47,8b622f21-d494-4c78-bf33-a352b8c1fd70,d012220f-e6af-4bb4-9a2a-4889eb20dccd
3/13/24,Athlete M,Guard,2,2. Free Throws,0,30.393,3,1,2,1,3,0,0,0,2,0,0,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,8b622f21-d494-4c78-bf33-a352b8c1fd70,d012220f-e6af-4bb4-9a2a-4889eb20dccd
3/13/24,Athlete R,Guard,1,1. Pre Practice,0,178.571,3.7,23,20,49,59,6,10,7,5,1,2,30,32,7,7,38,30,4,17,101,68,50,220,206,25,37,35,32,14,16,19,24,107,103,58,39,4,101,0.95,274,262,77,847,17.4,b927686a-6611-48af-a7de-09afc738bed7,677f12b7-9cc2-4c1e-a4b6-2c44f14cfd76
3/13/24,Athlete R,Guard,2,2. Drill_Defense_Fake Game_Half Court_1v1,0,23.056,5.6,5,4,17,10,0,1,3,1,0,0,5,5,0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,b927686a-6611-48af-a7de-09afc738bed7,677f12b7-9cc2-4c1e-a4b6-2c44f14cfd76
3/13/24,Athlete R,Guard,3,3. Drill_Defense_Ball Screen Breakdown to Rebound_Half Court_5v5,0,32.719,6.1,8,4,29,25,2,1,1,1,2,0,12,5,0,1,2,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,b927686a-6611-48af-a7de-09afc738bed7,677f12b7-9cc2-4c1e-a4b6-2c44f14cfd76
3/13/24,Athlete R,Guard,4,4. Play_Defense_Scramble_Half Court_5v5,0,57.564,6.1,9,4,50,27,6,6,12,11,3,5,18,15,4,5,7,3,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,b927686a-6611-48af-a7de-09afc738bed7,677f12b7-9cc2-4c1e-a4b6-2c44f14cfd76
3/13/24,Athlete R,Guard,5,5. Play_Defense_Half Court D_Half Court_5vG,0,51.486,4.6,11,3,28,34,7,3,4,5,1,4,19,10,4,1,2,1,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,b927686a-6611-48af-a7de-09afc738bed7,677f12b7-9cc2-4c1e-a4b6-2c44f14cfd76
3/13/24,Athlete R,Guard,6,6. Play_Offense_Half Court O_Half Court_5vG,0,63.183,4.8,6,9,28,29,1,15,5,6,4,3,11,27,1,8,4,2,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,b927686a-6611-48af-a7de-09afc738bed7,677f12b7-9cc2-4c1e-a4b6-2c44f14cfd76
3/13/24,Athlete R,Guard,7,7. Play_O to D_Full Court_5vG,0,46.278,3.6,6,6,19,22,3,1,3,3,1,2,10,9,2,1,1,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,b927686a-6611-48af-a7de-09afc738bed7,677f12b7-9cc2-4c1e-a4b6-2c44f14cfd76
3/13/24,Athlete R,Guard,8,8. Free Throws,0,7.722,4.5,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,b927686a-6611-48af-a7de-09afc738bed7,677f12b7-9cc2-4c1e-a4b6-2c44f14cfd76
3/13/24,Athlete L,Forward,1,1. Pre Practice,0,194.163,4,19,46,38,35,6,6,9,11,1,7,26,59,2,9,2,31,9,19,57,55,100,158,154,15,24,39,44,6,21,12,20,76,145,9,34,14,57,0.52,209,218,73,705,14.47,b15b9c5b-b159-4cea-b46a-cfcef6c2130b,60228095-7529-4b0c-8dc0-1ad94f4c00bc
3/13/24,Athlete L,Forward,2,2. Drill_Defense_Fake Game_Half Court_1v1,0,22.09,5.4,1,2,11,7,1,1,1,3,0,1,2,4,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,b15b9c5b-b159-4cea-b46a-cfcef6c2130b,60228095-7529-4b0c-8dc0-1ad94f4c00bc
3/13/24,Athlete L,Forward,3,3. Drill_Defense_Ball Screen Breakdown to Rebound_Half Court_5v5,0,31.104,5.8,7,4,10,18,0,1,3,6,0,3,7,8,1,1,1,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,b15b9c5b-b159-4cea-b46a-cfcef6c2130b,60228095-7529-4b0c-8dc0-1ad94f4c00bc
3/13/24,Athlete L,Forward,4,4. Play_Defense_Scramble_Half Court_5v5,0,58.088,6.1,12,13,45,37,3,4,7,5,1,2,16,19,3,3,1,0,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,b15b9c5b-b159-4cea-b46a-cfcef6c2130b,60228095-7529-4b0c-8dc0-1ad94f4c00bc
3/13/24,Athlete L,Forward,5,5. Play_Defense_Half Court D_Half Court_5vG,0,45.309,4,2,6,25,38,1,3,11,4,1,2,4,11,4,4,3,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,b15b9c5b-b159-4cea-b46a-cfcef6c2130b,60228095-7529-4b0c-8dc0-1ad94f4c00bc
3/13/24,Athlete L,Forward,6,6. Play_Offense_Half Court O_Half Court_5vG,0,46.669,3.6,7,11,16,9,3,3,3,6,1,3,11,17,0,2,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,b15b9c5b-b159-4cea-b46a-cfcef6c2130b,60228095-7529-4b0c-8dc0-1ad94f4c00bc
3/13/24,Athlete L,Forward,7,7. Play_O to D_Full Court_5vG,0,49.843,3.9,4,13,13,10,1,6,5,8,2,3,7,22,0,0,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,b15b9c5b-b159-4cea-b46a-cfcef6c2130b,60228095-7529-4b0c-8dc0-1ad94f4c00bc
3/13/24,Athlete L,Forward,8,8. Free Throws,0,27.159,4.9,3,5,0,0,0,0,0,1,0,0,3,5,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,b15b9c5b-b159-4cea-b46a-cfcef6c2130b,60228095-7529-4b0c-8dc0-1ad94f4c00bc
3/13/24,Athlete B,Guard,1,1. Pre Practice,0,170.795,3.9,10,26,46,37,5,5,8,19,3,13,18,44,24,21,18,74,14,61,165,36,72,209,226,16,24,44,49,9,30,36,30,61,126,55,87,23,165,1.56,289,305,128,946,21.88,af7ddc2b-cd95-4557-9c88-714cc6c07a45,6698d406-315a-40dd-9dc7-ae253ca0f2d5
3/13/24,Athlete B,Guard,2,2. Drill_Defense_Fake Game_Half Court_1v1,0,25.027,6.1,1,0,10,10,0,0,1,2,1,4,2,4,0,1,2,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,af7ddc2b-cd95-4557-9c88-714cc6c07a45,6698d406-315a-40dd-9dc7-ae253ca0f2d5
3/13/24,Athlete B,Guard,3,3. Drill_Defense_Ball Screen Breakdown to Rebound_Half Court_5v5,0,27.021,5,2,6,17,28,2,1,4,3,0,0,4,7,0,1,4,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,af7ddc2b-cd95-4557-9c88-714cc6c07a45,6698d406-315a-40dd-9dc7-ae253ca0f2d5
3/13/24,Athlete B,Guard,4,4. Play_Defense_Scramble_Half Court_5v5,0,67.548,7.1,6,12,50,44,2,10,7,7,1,4,9,26,6,2,12,3,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,af7ddc2b-cd95-4557-9c88-714cc6c07a45,6698d406-315a-40dd-9dc7-ae253ca0f2d5
3/13/24,Athlete B,Guard,5,5. Play_Defense_Half Court D_Half Court_5vG,0,52.756,4.7,6,7,31,47,2,4,8,8,0,5,8,16,5,2,6,2,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,af7ddc2b-cd95-4557-9c88-714cc6c07a45,6698d406-315a-40dd-9dc7-ae253ca0f2d5
3/13/24,Athlete B,Guard,6,6. Play_Offense_Half Court O_Half Court_5vG,0,80.214,6.1,6,10,32,34,1,1,13,6,1,4,8,15,1,2,8,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,af7ddc2b-cd95-4557-9c88-714cc6c07a45,6698d406-315a-40dd-9dc7-ae253ca0f2d5
3/13/24,Athlete B,Guard,7,7. Play_O to D_Full Court_5vG,0,59.104,4.6,5,11,22,26,4,3,3,4,3,0,12,14,0,1,5,3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,af7ddc2b-cd95-4557-9c88-714cc6c07a45,6698d406-315a-40dd-9dc7-ae253ca0f2d5
3/13/24,Athlete B,Guard,8,8. Free Throws,0,18.105,2.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,af7ddc2b-cd95-4557-9c88-714cc6c07a45,6698d406-315a-40dd-9dc7-ae253ca0f2d5
3/13/24,Athlete F,Guard,1,1. Pre Practice,0,196.502,4.6,13,24,40,41,2,4,5,8,4,6,19,34,2,5,5,64,12,17,137,71,88,193,209,17,36,30,51,16,19,14,26,104,143,23,92,22,137,1.24,237,286,97,907,21.12,34a369a1-00a0-4cce-9c74-6717ecd114d7,19827c72-4872-4b49-8fbb-e484e8837921
3/13/24,Athlete F,Guard,2,2. Drill_Defense_Fake Game_Half Court_1v1,0,31.37,7.6,8,2,24,20,2,2,1,6,2,0,12,4,2,3,2,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,34a369a1-00a0-4cce-9c74-6717ecd114d7,19827c72-4872-4b49-8fbb-e484e8837921
3/13/24,Athlete F,Guard,3,3. Drill_Defense_Ball Screen Breakdown to Rebound_Half Court_5v5,0,31.417,5.8,5,5,16,22,0,3,1,6,1,1,6,9,1,2,1,4,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,34a369a1-00a0-4cce-9c74-6717ecd114d7,19827c72-4872-4b49-8fbb-e484e8837921
3/13/24,Athlete F,Guard,4,4. Play_Defense_Scramble_Half Court_5v5,0,59.449,6.3,11,18,24,29,4,7,3,6,3,2,18,27,2,5,0,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,34a369a1-00a0-4cce-9c74-6717ecd114d7,19827c72-4872-4b49-8fbb-e484e8837921
3/13/24,Athlete F,Guard,5,5. Play_Defense_Half Court D_Half Court_5vG,0,54.377,4.8,4,8,23,26,4,5,6,9,1,3,9,16,3,4,4,4,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,34a369a1-00a0-4cce-9c74-6717ecd114d7,19827c72-4872-4b49-8fbb-e484e8837921
3/13/24,Athlete F,Guard,6,6. Play_Offense_Half Court O_Half Court_5vG,0,80.123,6.1,12,14,28,27,3,7,9,7,3,3,18,24,1,6,4,4,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,34a369a1-00a0-4cce-9c74-6717ecd114d7,19827c72-4872-4b49-8fbb-e484e8837921
3/13/24,Athlete F,Guard,7,7. Play_O to D_Full Court_5vG,0,63.959,5,11,14,21,28,0,6,5,8,2,3,13,23,2,0,7,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,34a369a1-00a0-4cce-9c74-6717ecd114d7,19827c72-4872-4b49-8fbb-e484e8837921
3/13/24,Athlete F,Guard,8,8. Free Throws,0,48.748,4.5,7,3,17,16,2,2,0,1,0,1,9,6,1,1,0,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,34a369a1-00a0-4cce-9c74-6717ecd114d7,19827c72-4872-4b49-8fbb-e484e8837921
3/13/24,Athlete C,Guard,1,1. RtC,0,117.049,2.1,6,9,2,7,0,1,0,1,1,1,7,11,0,1,1,0,0,3,1,7,9,2,7,0,1,0,1,1,1,1,1,8,11,1,0,0,1,0.02,3,9,4,32,0.59,7d897d2f-22c6-4069-9e88-0a5b795521fc,b1fa4410-4171-4991-af61-92b5fab16288
3/13/24,Athlete C,Guard,2,2. Free Throws,0,4.663,2.7,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,7d897d2f-22c6-4069-9e88-0a5b795521fc,b1fa4410-4171-4991-af61-92b5fab16288
3/13/24,Athlete N,Guard,1,1. Pre Practice,0,158.949,3.9,9,30,42,63,1,8,28,27,1,8,11,46,17,9,7,39,14,35,88,42,89,184,224,16,24,57,62,9,26,36,26,67,139,22,43,23,88,0.84,277,312,120,883,21.91,0d4a8cce-b6bc-4c7d-9fb9-f9d27847106b,52121529-9765-428f-8623-7a9261db1f80
3/13/24,Athlete N,Guard,2,2. Drill_Defense_Fake Game_Half Court_1v1,0,35.074,8.5,4,7,19,25,0,1,5,5,1,1,5,9,0,2,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,0d4a8cce-b6bc-4c7d-9fb9-f9d27847106b,52121529-9765-428f-8623-7a9261db1f80
3/13/24,Athlete N,Guard,3,3. Drill_Defense_Ball Screen Breakdown to Rebound_Half Court_5v5,0,32.175,6,3,6,25,22,0,4,0,4,0,0,3,10,2,2,1,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,0d4a8cce-b6bc-4c7d-9fb9-f9d27847106b,52121529-9765-428f-8623-7a9261db1f80
3/13/24,Athlete N,Guard,4,4. Play_Defense_Scramble_Half Court_5v5,0,61.124,6.5,7,17,34,38,4,2,7,10,2,5,13,24,5,4,4,0,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,0d4a8cce-b6bc-4c7d-9fb9-f9d27847106b,52121529-9765-428f-8623-7a9261db1f80
3/13/24,Athlete N,Guard,5,5. Play_Defense_Half Court D_Half Court_5vG,0,50.904,4.5,5,10,27,29,4,6,10,9,1,2,10,18,3,4,1,3,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,0d4a8cce-b6bc-4c7d-9fb9-f9d27847106b,52121529-9765-428f-8623-7a9261db1f80
3/13/24,Athlete N,Guard,6,6. Play_Offense_Half Court O_Half Court_5vG,0,36.748,2.8,5,4,12,16,2,1,2,3,0,3,7,8,3,4,2,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,0d4a8cce-b6bc-4c7d-9fb9-f9d27847106b,52121529-9765-428f-8623-7a9261db1f80
3/13/24,Athlete N,Guard,7,7. Play_O to D_Full Court_5vG,0,44.756,3.5,8,10,17,26,4,1,4,4,1,5,13,16,3,1,6,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,0d4a8cce-b6bc-4c7d-9fb9-f9d27847106b,52121529-9765-428f-8623-7a9261db1f80
3/13/24,Athlete N,Guard,8,8. Free Throws,0,25.851,3.4,1,5,8,5,1,1,1,0,3,2,5,8,3,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,0d4a8cce-b6bc-4c7d-9fb9-f9d27847106b,52121529-9765-428f-8623-7a9261db1f80
3/13/24,Athlete P,Center,1,1. Pre Practice,0,118.786,3.1,4,18,22,24,1,3,9,7,0,2,5,23,1,3,4,24,14,6,93,60,88,196,159,28,28,54,48,14,14,21,18,102,130,19,44,30,93,0.89,271,225,97,821,21.29,4434dd72-21d0-455a-bf1d-83e859103cb0,d5132feb-e6bf-46a1-8355-75ec04b331d6
3/13/24,Athlete P,Center,2,2. Drill_Defense_Fake Game_Half Court_1v1,0,26.491,6.4,5,5,10,13,0,2,3,5,0,1,5,8,3,2,4,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,4434dd72-21d0-455a-bf1d-83e859103cb0,d5132feb-e6bf-46a1-8355-75ec04b331d6
3/13/24,Athlete P,Center,3,3. Drill_Defense_Ball Screen Breakdown to Rebound_Half Court_5v5,0,35.013,6.5,9,8,11,12,3,1,2,4,0,2,12,11,3,3,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,4434dd72-21d0-455a-bf1d-83e859103cb0,d5132feb-e6bf-46a1-8355-75ec04b331d6
3/13/24,Athlete P,Center,4,4. Play_Defense_Scramble_Half Court_5v5,0,50.396,5.3,13,11,39,11,4,5,7,5,2,4,19,20,1,3,2,4,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,4434dd72-21d0-455a-bf1d-83e859103cb0,d5132feb-e6bf-46a1-8355-75ec04b331d6
3/13/24,Athlete P,Center,5,5. Play_Defense_Half Court D_Half Court_5vG,0,67.058,5.9,12,17,34,32,8,5,16,10,5,2,25,24,4,2,4,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,4434dd72-21d0-455a-bf1d-83e859103cb0,d5132feb-e6bf-46a1-8355-75ec04b331d6
3/13/24,Athlete P,Center,6,6. Play_Offense_Half Court O_Half Court_5vG,0,67.119,5.1,8,4,41,29,5,2,4,7,4,2,17,8,6,3,2,6,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,4434dd72-21d0-455a-bf1d-83e859103cb0,d5132feb-e6bf-46a1-8355-75ec04b331d6
3/13/24,Athlete P,Center,7,7. Play_O to D_Full Court_5vG,0,66.332,5.1,6,14,28,31,4,6,10,4,3,0,13,20,2,1,2,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,4434dd72-21d0-455a-bf1d-83e859103cb0,d5132feb-e6bf-46a1-8355-75ec04b331d6
3/13/24,Athlete P,Center,8,8. Free Throws,0,42.064,4.1,3,11,11,7,3,4,3,6,0,1,6,16,1,1,0,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,4434dd72-21d0-455a-bf1d-83e859103cb0,d5132feb-e6bf-46a1-8355-75ec04b331d6
3/13/24,Athlete T,Center,1,1. Pre Practice,0,191.766,3.5,9,12,39,40,1,2,4,5,6,1,16,15,0,3,4,25,14,10,96,80,59,187,189,29,22,32,36,33,4,17,16,142,85,26,41,29,96,0.85,236,241,99,800,14.68,4cdc39e5-da8a-4bcd-8b0a-e42a24538ba0,c0b3ed4e-b242-42fb-89f3-65bc017b1e40
3/13/24,Athlete T,Center,2,2. Drill_Defense_Fake Game_Half Court_1v1,0,7.257,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4cdc39e5-da8a-4bcd-8b0a-e42a24538ba0,c0b3ed4e-b242-42fb-89f3-65bc017b1e40
3/13/24,Athlete T,Center,3,3. Drill_Defense_Ball Screen Breakdown to Rebound_Half Court_5v5,0,32.883,6.1,3,5,15,15,4,2,0,3,0,0,7,7,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4cdc39e5-da8a-4bcd-8b0a-e42a24538ba0,c0b3ed4e-b242-42fb-89f3-65bc017b1e40
3/13/24,Athlete T,Center,4,4. Play_Defense_Scramble_Half Court_5v5,0,41.663,4.4,10,6,13,9,1,1,3,1,2,0,13,7,2,0,2,3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,4cdc39e5-da8a-4bcd-8b0a-e42a24538ba0,c0b3ed4e-b242-42fb-89f3-65bc017b1e40
