Date,About,Position,Period Number,Period,Total Acceleration Efforts,Total Player Load,Player Load Per Minute,IMA Accel Low,IMA Decel Low,IMA CoD Left Low,IMA CoD Right Low,IMA Accel Medium,IMA Decel Medium,IMA CoD Left Medium,IMA CoD Right Medium,IMA Accel High,IMA Decel High,IMA Accel Total,IMA Decel Total,IMA CoD Left High,IMA CoD Right High,IMA Jump Count Low Band,IMA Jump Count Med Band,IMA Jump Count High Band,Explosive Efforts,Session Total Jumps,Session Accel Low,Session Decel Low,Session CoD Left Low,Session CoD Right Low,Session Accel Med,Session Decel Medium,Session CoD Left Medium,Session CoD Right Medium,Session IMA Accel High,Session Decel High,Session CoD Left High,Session CoD Right High,Session IMA Accel Total,Session IMA Decel Total,Session Jump Count Low Band,Session Jump Count Med Band,Session Jump Count High Band,Session Total Jump,Session Jumps Per Minute,Total CoD Left,Total CoD Right,Total High IMA,Total IMA,IMA/Min,event-uuid,group-uuid
1/22/24,Athlete O,Forward,11,11. Shooting_Freethrows_Half Court_Team,0,10.82,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,cf91e712-8832-49d2-8b69-45a55fd0c111,567e1401-0285-45ff-9ae5-2017ca4fc8c2
1/22/24,Athlete O,Forward,12,12. Extra Work,0,10.986,4.6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,cf91e712-8832-49d2-8b69-45a55fd0c111,567e1401-0285-45ff-9ae5-2017ca4fc8c2
1/22/24,Athlete R,Guard,1,1. Pre Practice,0,155.148,5.1,18,24,47,58,6,9,16,13,6,5,30,38,1,5,28,32,5,17,128,77,100,295,311,32,42,68,55,19,27,19,20,128,169,75,47,6,128,1.15,382,386,91,1193,39.14,18c32088-3d7e-486c-9dd7-7e1f9199e4c5,46404328-381d-4542-b3e2-5c67852a6a81
1/22/24,Athlete R,Guard,2,2. Drill_Defense_Ball Screen Breakdown_Half Court_2v2,0,23.027,7.1,6,7,26,16,1,0,4,2,1,1,8,8,1,1,6,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,18c32088-3d7e-486c-9dd7-7e1f9199e4c5,46404328-381d-4542-b3e2-5c67852a6a81
1/22/24,Athlete R,Guard,3,3. Drill_Offense_Handling vs Pressure_Half Court_Team,0,20.571,6.2,0,3,7,7,1,3,3,6,1,2,2,8,5,2,1,2,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,18c32088-3d7e-486c-9dd7-7e1f9199e4c5,46404328-381d-4542-b3e2-5c67852a6a81
1/22/24,Athlete R,Guard,4,4. Drill_Defense_Closeout_Half Court_3v3,0,38.327,6.1,8,10,20,26,3,7,5,4,2,1,13,18,1,0,6,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,18c32088-3d7e-486c-9dd7-7e1f9199e4c5,46404328-381d-4542-b3e2-5c67852a6a81
1/22/24,Athlete R,Guard,5,5. Drill_Defense_Pass Cut Move_Half Court_4v4,0,28.793,5,7,4,16,19,3,2,4,3,0,0,10,6,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,18c32088-3d7e-486c-9dd7-7e1f9199e4c5,46404328-381d-4542-b3e2-5c67852a6a81
1/22/24,Athlete R,Guard,6,6. Play_Defense_Half Court D - Some Endline_Half Court_5v5,0,62.135,5.2,10,7,57,43,2,4,7,7,2,4,14,15,3,2,8,2,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,18c32088-3d7e-486c-9dd7-7e1f9199e4c5,46404328-381d-4542-b3e2-5c67852a6a81
1/22/24,Athlete R,Guard,7,7. Play_Quick Action to Trans D_Full Court_5v5,0,54.579,5.5,7,10,32,35,2,6,5,4,1,3,10,19,1,4,5,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,18c32088-3d7e-486c-9dd7-7e1f9199e4c5,46404328-381d-4542-b3e2-5c67852a6a81
1/22/24,Athlete R,Guard,8,8. Play_Offense_Half Court Offense-Press Offense_Half Court-Full Court_5v5,0,74.66,5,7,11,25,40,5,3,9,8,5,6,17,20,1,2,3,4,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,18c32088-3d7e-486c-9dd7-7e1f9199e4c5,46404328-381d-4542-b3e2-5c67852a6a81
1/22/24,Athlete R,Guard,9,9. Play_Score Stop_Full Court_5v5,0,64.901,6.2,7,10,33,38,6,4,8,5,1,2,14,16,3,2,6,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,18c32088-3d7e-486c-9dd7-7e1f9199e4c5,46404328-381d-4542-b3e2-5c67852a6a81
1/22/24,Athlete R,Guard,10,10. Play_Defense_Zone D_Half Court_5v5,0,36.888,6.6,6,13,32,25,2,3,7,2,0,2,8,18,3,2,6,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,18c32088-3d7e-486c-9dd7-7e1f9199e4c5,46404328-381d-4542-b3e2-5c67852a6a81
1/22/24,Athlete R,Guard,11,11. Shooting_Freethrows_Half Court_Team,0,25.303,3.4,1,1,0,3,1,0,0,1,0,0,2,1,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,18c32088-3d7e-486c-9dd7-7e1f9199e4c5,46404328-381d-4542-b3e2-5c67852a6a81
1/22/24,Athlete R,Guard,12,12. Extra Work,0,9.196,4.9,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,18c32088-3d7e-486c-9dd7-7e1f9199e4c5,46404328-381d-4542-b3e2-5c67852a6a81
1/22/24,Athlete S,Guard,1,1. Pre Practice,0,136.513,4.3,8,20,55,58,0,8,18,9,0,2,8,30,1,3,3,28,1,6,224,43,124,329,301,9,53,58,77,5,20,7,25,57,197,56,161,7,224,1.69,394,403,64,1275,39.92,acb2b30e-3715-4118-946f-8b4eb26cb9a9,f367d741-b9d1-4ec3-a574-8c07f1aaadc2
1/22/24,Athlete S,Guard,2,2. Drill_Defense_Ball Screen Breakdown_Half Court_2v2,0,27.083,8.4,5,8,16,13,0,4,4,3,2,1,7,13,1,2,3,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,acb2b30e-3715-4118-946f-8b4eb26cb9a9,f367d741-b9d1-4ec3-a574-8c07f1aaadc2
1/22/24,Athlete S,Guard,3,3. Drill_Offense_Handling vs Pressure_Half Court_Team,0,4.82,1.5,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,acb2b30e-3715-4118-946f-8b4eb26cb9a9,f367d741-b9d1-4ec3-a574-8c07f1aaadc2
1/22/24,Athlete S,Guard,4,4. Drill_Defense_Closeout_Half Court_3v3,0,4.243,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,acb2b30e-3715-4118-946f-8b4eb26cb9a9,f367d741-b9d1-4ec3-a574-8c07f1aaadc2
1/22/24,Athlete S,Guard,5,5. Drill_Defense_Pass Cut Move_Half Court_4v4,0,17.193,3,4,4,6,13,0,1,1,0,0,0,4,5,0,1,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,acb2b30e-3715-4118-946f-8b4eb26cb9a9,f367d741-b9d1-4ec3-a574-8c07f1aaadc2
1/22/24,Athlete S,Guard,6,6. Play_Defense_Half Court D - Some Endline_Half Court_5v5,0,59.097,4.9,3,16,24,17,2,3,3,6,0,3,5,22,0,2,6,6,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,acb2b30e-3715-4118-946f-8b4eb26cb9a9,f367d741-b9d1-4ec3-a574-8c07f1aaadc2
1/22/24,Athlete S,Guard,7,7. Play_Quick Action to Trans D_Full Court_5v5,0,68.603,6.9,1,11,33,36,1,6,8,8,0,6,2,23,0,3,12,5,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,acb2b30e-3715-4118-946f-8b4eb26cb9a9,f367d741-b9d1-4ec3-a574-8c07f1aaadc2
1/22/24,Athlete S,Guard,8,8. Play_Offense_Half Court Offense-Press Offense_Half Court-Full Court_5v5,0,104.388,6.9,8,15,64,63,2,15,13,22,2,4,12,34,4,11,16,4,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,acb2b30e-3715-4118-946f-8b4eb26cb9a9,f367d741-b9d1-4ec3-a574-8c07f1aaadc2
1/22/24,Athlete S,Guard,9,9. Play_Score Stop_Full Court_5v5,0,58.414,5.6,1,13,30,31,1,9,3,7,0,1,2,23,1,0,6,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,acb2b30e-3715-4118-946f-8b4eb26cb9a9,f367d741-b9d1-4ec3-a574-8c07f1aaadc2
1/22/24,Athlete S,Guard,10,10. Play_Defense_Zone D_Half Court_5v5,0,23.645,4.2,1,1,8,10,2,3,2,2,0,2,3,6,0,3,3,3,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,acb2b30e-3715-4118-946f-8b4eb26cb9a9,f367d741-b9d1-4ec3-a574-8c07f1aaadc2
1/22/24,Athlete S,Guard,11,11. Shooting_Freethrows_Half Court_Team,0,5.709,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,acb2b30e-3715-4118-946f-8b4eb26cb9a9,f367d741-b9d1-4ec3-a574-8c07f1aaadc2
1/22/24,Athlete S,Guard,12,12. Extra Work,0,139.072,6.5,12,36,93,56,1,4,5,19,1,1,14,41,0,0,4,111,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,acb2b30e-3715-4118-946f-8b4eb26cb9a9,f367d741-b9d1-4ec3-a574-8c07f1aaadc2
1/22/24,Athlete P,Center,1,1. Pre Practice,0,133.958,4.1,11,22,29,28,3,4,10,5,1,0,15,26,1,2,5,35,13,4,97,88,98,223,172,27,31,48,41,9,6,13,20,124,135,28,47,22,97,0.85,284,233,70,873,26.65,07deb891-67d2-4eb6-a488-843c645cf263,f4b9fb39-6391-424e-8739-30e539fb7e13
1/22/24,Athlete P,Center,2,2. Drill_Defense_Ball Screen Breakdown_Half Court_2v2,0,16.062,5,3,5,6,9,0,1,5,2,0,0,3,6,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,07deb891-67d2-4eb6-a488-843c645cf263,f4b9fb39-6391-424e-8739-30e539fb7e13
1/22/24,Athlete P,Center,3,3. Drill_Defense_Post Trap_Half Court_2v2,0,17.381,5.5,7,5,6,7,2,3,2,1,0,0,9,8,2,3,1,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,07deb891-67d2-4eb6-a488-843c645cf263,f4b9fb39-6391-424e-8739-30e539fb7e13
1/22/24,Athlete P,Center,4,4. Drill_Defense_Post Defense_Half Court_1v1,0,45.473,6.6,12,15,26,11,3,4,3,7,2,1,17,20,1,3,2,3,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,07deb891-67d2-4eb6-a488-843c645cf263,f4b9fb39-6391-424e-8739-30e539fb7e13
1/22/24,Athlete P,Center,5,5. Drill_Defense_Pass Cut Move_Half Court_4v4,0,23.696,4.2,4,5,14,16,5,1,1,2,1,0,10,6,0,1,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,07deb891-67d2-4eb6-a488-843c645cf263,f4b9fb39-6391-424e-8739-30e539fb7e13
1/22/24,Athlete P,Center,6,6. Play_Defense_Half Court D - Some Endline_Half Court_5v5,0,63.079,5.2,17,17,37,26,3,6,7,10,1,1,21,24,2,5,7,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,07deb891-67d2-4eb6-a488-843c645cf263,f4b9fb39-6391-424e-8739-30e539fb7e13
1/22/24,Athlete P,Center,7,7. Play_Quick Action to Trans D_Full Court_5v5,0,49.203,4.9,8,10,24,17,0,4,5,3,2,0,10,14,1,0,1,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,07deb891-67d2-4eb6-a488-843c645cf263,f4b9fb39-6391-424e-8739-30e539fb7e13
1/22/24,Athlete P,Center,8,8. Play_Offense_Half Court Offense-Press Offense_Half Court-Full Court_5v5,0,49.138,3.3,9,8,21,21,1,0,5,4,1,2,11,10,1,0,1,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,07deb891-67d2-4eb6-a488-843c645cf263,f4b9fb39-6391-424e-8739-30e539fb7e13
1/22/24,Athlete P,Center,9,9. Play_Score Stop_Full Court_5v5,0,70.179,6.7,11,6,43,23,8,6,6,6,1,1,20,13,3,5,3,1,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,07deb891-67d2-4eb6-a488-843c645cf263,f4b9fb39-6391-424e-8739-30e539fb7e13
1/22/24,Athlete P,Center,10,10. Play_Defense_Zone D_Half Court_5v5,0,24.871,4.4,5,5,16,14,2,2,4,0,0,1,7,8,0,1,6,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,07deb891-67d2-4eb6-a488-843c645cf263,f4b9fb39-6391-424e-8739-30e539fb7e13
1/22/24,Athlete P,Center,11,11. Shooting_Freethrows_Half Court_Team,0,10.04,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,07deb891-67d2-4eb6-a488-843c645cf263,f4b9fb39-6391-424e-8739-30e539fb7e13
1/22/24,Athlete P,Center,12,12. Extra Work,0,7.086,3.8,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,07deb891-67d2-4eb6-a488-843c645cf263,f4b9fb39-6391-424e-8739-30e539fb7e13
1/22/24,Athlete C,Guard,1,1. Pre Practice,0,135.202,7,11,29,33,42,1,19,8,6,0,5,12,53,2,3,1,15,16,10,84,85,94,185,287,23,54,34,76,16,27,15,22,124,175,27,28,29,84,0.84,234,385,109,1002,51.52,8433512e-5ea7-4075-87a3-3695dc1ca6c5,5be50dc4-abd8-48d2-86e4-3234cb604cfc
1/22/24,Athlete C,Guard,2,2. Drill_Defense_Ball Screen Breakdown_Half Court_2v2,0,25.949,8,1,5,7,18,1,2,3,6,0,0,2,7,0,1,5,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,8433512e-5ea7-4075-87a3-3695dc1ca6c5,5be50dc4-abd8-48d2-86e4-3234cb604cfc
1/22/24,Athlete C,Guard,3,3. Drill_Offense_Handling vs Pressure_Half Court_Team,0,25.479,7.7,5,2,7,7,0,2,3,3,1,1,6,5,2,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,8433512e-5ea7-4075-87a3-3695dc1ca6c5,5be50dc4-abd8-48d2-86e4-3234cb604cfc
1/22/24,Athlete C,Guard,4,4. Drill_Defense_Closeout_Half Court_3v3,0,50.226,8,6,2,11,30,3,4,2,5,1,2,10,8,3,5,0,0,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,8433512e-5ea7-4075-87a3-3695dc1ca6c5,5be50dc4-abd8-48d2-86e4-3234cb604cfc
1/22/24,Athlete C,Guard,5,5. Drill_Defense_Pass Cut Move_Half Court_4v4,0,48.464,8.5,12,7,16,37,5,2,2,3,4,4,21,13,3,0,1,3,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,8433512e-5ea7-4075-87a3-3695dc1ca6c5,5be50dc4-abd8-48d2-86e4-3234cb604cfc
1/22/24,Athlete C,Guard,6,6. Play_Defense_Half Court D - Some Endline_Half Court_5v5,0,71.321,5.9,16,8,35,30,2,4,4,20,2,6,20,18,1,2,4,1,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,8433512e-5ea7-4075-87a3-3695dc1ca6c5,5be50dc4-abd8-48d2-86e4-3234cb604cfc
1/22/24,Athlete C,Guard,7,7. Play_Quick Action to Trans D_Full Court_5v5,0,64.295,6.5,6,5,14,36,3,2,1,2,2,2,11,9,0,1,2,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,8433512e-5ea7-4075-87a3-3695dc1ca6c5,5be50dc4-abd8-48d2-86e4-3234cb604cfc
1/22/24,Athlete C,Guard,8,8. Play_Offense_Half Court Offense-Press Offense_Half Court-Full Court_5v5,0,107.381,7.1,11,15,28,35,2,11,5,14,4,1,17,27,3,2,6,3,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,8433512e-5ea7-4075-87a3-3695dc1ca6c5,5be50dc4-abd8-48d2-86e4-3234cb604cfc
1/22/24,Athlete C,Guard,9,9. Play_Score Stop_Full Court_5v5,0,82.151,7.8,9,11,19,31,1,2,4,15,2,3,12,16,1,4,2,0,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,8433512e-5ea7-4075-87a3-3695dc1ca6c5,5be50dc4-abd8-48d2-86e4-3234cb604cfc
1/22/24,Athlete C,Guard,10,10. Play_Defense_Zone D_Half Court_5v5,0,45.33,8.1,7,10,15,20,3,5,0,2,0,3,10,18,0,3,3,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,8433512e-5ea7-4075-87a3-3695dc1ca6c5,5be50dc4-abd8-48d2-86e4-3234cb604cfc
1/22/24,Athlete C,Guard,11,11. Shooting_Freethrows_Half Court_Team,0,20.389,2.7,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,8433512e-5ea7-4075-87a3-3695dc1ca6c5,5be50dc4-abd8-48d2-86e4-3234cb604cfc
1/22/24,Athlete C,Guard,12,12. Extra Work,0,4.694,3.7,0,0,0,0,2,1,1,0,0,0,2,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,8433512e-5ea7-4075-87a3-3695dc1ca6c5,5be50dc4-abd8-48d2-86e4-3234cb604cfc
1/22/24,Athlete T,Center,1,1. Pre Practice,0,191.35,5.7,16,42,78,78,6,6,9,13,1,2,23,50,2,1,4,50,17,6,246,127,143,385,343,47,39,84,87,29,13,23,18,203,195,45,119,82,246,1.85,492,448,165,1584,47.13,3488719f-2148-422b-96d5-ef8f684cf975,17ee496d-186a-4787-9f34-723ca9272dfc
1/22/24,Athlete T,Center,2,2. Drill_Defense_Ball Screen Breakdown_Half Court_2v2,0,40.042,12.4,13,6,12,18,2,1,5,3,1,0,16,7,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,3488719f-2148-422b-96d5-ef8f684cf975,17ee496d-186a-4787-9f34-723ca9272dfc
1/22/24,Athlete T,Center,3,3. Drill_Defense_Post Trap_Half Court_2v2,0,30.651,9.7,5,2,13,18,3,2,5,5,1,0,9,4,0,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,3488719f-2148-422b-96d5-ef8f684cf975,17ee496d-186a-4787-9f34-723ca9272dfc
1/22/24,Athlete T,Center,4,4. Drill_Defense_Post Defense_Half Court_1v1,0,45.879,6.7,8,7,20,19,3,1,11,12,5,0,16,8,4,4,3,1,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,3488719f-2148-422b-96d5-ef8f684cf975,17ee496d-186a-4787-9f34-723ca9272dfc
1/22/24,Athlete T,Center,5,5. Drill_Defense_Pass Cut Move_Half Court_4v4,0,16.158,2.8,3,3,2,3,0,0,0,4,0,0,3,3,2,1,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,3488719f-2148-422b-96d5-ef8f684cf975,17ee496d-186a-4787-9f34-723ca9272dfc
1/22/24,Athlete T,Center,6,6. Play_Defense_Half Court D - Some Endline_Half Court_5v5,0,78.71,6.5,18,10,32,38,13,4,10,8,5,3,36,17,2,3,2,5,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,3488719f-2148-422b-96d5-ef8f684cf975,17ee496d-186a-4787-9f34-723ca9272dfc
1/22/24,Athlete T,Center,7,7. Play_Quick Action to Trans D_Full Court_5v5,0,86.921,8.7,22,10,45,35,3,4,8,8,3,2,28,16,0,2,6,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,3488719f-2148-422b-96d5-ef8f684cf975,17ee496d-186a-4787-9f34-723ca9272dfc
1/22/24,Athlete T,Center,8,8. Play_Offense_Half Court Offense-Press Offense_Half Court-Full Court_5v5,0,110.993,7.4,15,17,69,52,10,9,11,8,7,2,32,28,2,0,10,8,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,3488719f-2148-422b-96d5-ef8f684cf975,17ee496d-186a-4787-9f34-723ca9272dfc
1/22/24,Athlete T,Center,9,9. Play_Score Stop_Full Court_5v5,0,37.41,3.6,11,3,18,7,2,0,3,6,3,0,16,3,0,2,1,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,3488719f-2148-422b-96d5-ef8f684cf975,17ee496d-186a-4787-9f34-723ca9272dfc
1/22/24,Athlete T,Center,10,10. Play_Defense_Zone D_Half Court_5v5,0,5.537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3488719f-2148-422b-96d5-ef8f684cf975,17ee496d-186a-4787-9f34-723ca9272dfc
1/22/24,Athlete T,Center,11,11. Shooting_Freethrows_Half Court_Team,0,11.297,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3488719f-2148-422b-96d5-ef8f684cf975,17ee496d-186a-4787-9f34-723ca9272dfc
1/22/24,Athlete T,Center,12,12. Extra Work,0,159.02,8.1,16,43,96,75,5,12,22,20,3,4,24,59,11,4,17,48,47,22,,,,,,,,,,,,,,,,,,,,,,,,,,3488719f-2148-422b-96d5-ef8f684cf975,17ee496d-186a-4787-9f34-723ca9272dfc
1/22/24,Athlete F,Guard,1,1. Pre Practice,0,153.321,5.6,18,26,30,36,1,8,6,8,3,2,22,36,3,0,1,32,24,8,128,76,129,225,255,12,39,61,57,9,24,28,16,97,192,37,56,35,128,1.18,314,328,112,1059,38.4,482b5bc7-7976-4dde-bcae-c3cb4d173c27,2793175a-6a1b-4e0a-8934-2d5d11fca720
1/22/24,Athlete F,Guard,2,2. Drill_Defense_Ball Screen Breakdown_Half Court_2v2,0,21.326,6.6,2,4,19,20,0,0,0,3,1,0,3,4,0,1,4,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,482b5bc7-7976-4dde-bcae-c3cb4d173c27,2793175a-6a1b-4e0a-8934-2d5d11fca720
1/22/24,Athlete F,Guard,3,3. Drill_Offense_Handling vs Pressure_Half Court_Team,0,17.411,5.2,3,3,12,7,0,0,3,1,0,0,3,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,482b5bc7-7976-4dde-bcae-c3cb4d173c27,2793175a-6a1b-4e0a-8934-2d5d11fca720
1/22/24,Athlete F,Guard,4,4. Drill_Defense_Closeout_Half Court_3v3,0,37.928,6.1,5,12,20,19,1,1,5,7,2,2,8,15,6,2,3,4,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,482b5bc7-7976-4dde-bcae-c3cb4d173c27,2793175a-6a1b-4e0a-8934-2d5d11fca720
1/22/24,Athlete F,Guard,5,5. Drill_Defense_Pass Cut Move_Half Court_4v4,0,43.584,7.6,7,6,29,31,0,6,7,4,1,3,8,15,2,1,3,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,482b5bc7-7976-4dde-bcae-c3cb4d173c27,2793175a-6a1b-4e0a-8934-2d5d11fca720
1/22/24,Athlete F,Guard,6,6. Play_Defense_Half Court D - Some Endline_Half Court_5v5,0,60.659,5,11,17,31,34,3,5,5,1,1,3,15,25,1,2,7,2,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,482b5bc7-7976-4dde-bcae-c3cb4d173c27,2793175a-6a1b-4e0a-8934-2d5d11fca720
1/22/24,Athlete F,Guard,7,7. Play_Quick Action to Trans D_Full Court_5v5,0,54.547,5.5,10,10,15,20,1,3,6,5,0,5,11,18,2,1,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,482b5bc7-7976-4dde-bcae-c3cb4d173c27,2793175a-6a1b-4e0a-8934-2d5d11fca720
1/22/24,Athlete F,Guard,8,8. Play_Offense_Half Court Offense-Press Offense_Half Court-Full Court_5v5,0,75.703,5,5,19,25,33,3,5,15,9,0,3,8,27,7,1,7,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,482b5bc7-7976-4dde-bcae-c3cb4d173c27,2793175a-6a1b-4e0a-8934-2d5d11fca720
1/22/24,Athlete F,Guard,9,9. Play_Score Stop_Full Court_5v5,0,67.749,6.5,8,18,22,23,2,8,10,15,1,1,11,27,3,5,5,6,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,482b5bc7-7976-4dde-bcae-c3cb4d173c27,2793175a-6a1b-4e0a-8934-2d5d11fca720
1/22/24,Athlete F,Guard,10,10. Play_Defense_Zone D_Half Court_5v5,0,41.343,7.4,6,12,21,32,1,3,4,4,0,5,7,20,4,3,5,5,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,482b5bc7-7976-4dde-bcae-c3cb4d173c27,2793175a-6a1b-4e0a-8934-2d5d11fca720
1/22/24,Athlete F,Guard,11,11. Shooting_Freethrows_Half Court_Team,0,21.022,2.8,1,2,1,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,482b5bc7-7976-4dde-bcae-c3cb4d173c27,2793175a-6a1b-4e0a-8934-2d5d11fca720
1/22/24,Athlete F,Guard,12,12. Extra Work,0,2.581,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,482b5bc7-7976-4dde-bcae-c3cb4d173c27,2793175a-6a1b-4e0a-8934-2d5d11fca720
1/22/24,Athlete Q,Forward,1,1. Pre Practice,0,131.943,4.2,3,11,23,36,1,2,5,7,1,1,5,14,1,4,2,39,11,7,110,60,113,239,280,9,21,54,49,9,8,12,16,78,142,27,64,19,110,0.97,305,345,64,980,31.21,3f322d7f-f289-4dab-ba66-515d45b6875f,23914c6c-4090-44fb-88bc-e29b46320be5
1/22/24,Athlete Q,Forward,2,2. Drill_Defense_Ball Screen Breakdown_Half Court_2v2,0,29.869,9.2,1,11,14,29,0,2,3,3,0,2,1,15,0,1,2,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,3f322d7f-f289-4dab-ba66-515d45b6875f,23914c6c-4090-44fb-88bc-e29b46320be5
1/22/24,Athlete Q,Forward,3,3. Drill_Defense_Post Trap_Half Court_2v2,0,14.045,4.4,5,3,7,8,0,0,4,0,0,0,5,3,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,3f322d7f-f289-4dab-ba66-515d45b6875f,23914c6c-4090-44fb-88bc-e29b46320be5
1/22/24,Athlete Q,Forward,4,4. Drill_Defense_Post Defense_Half Court_1v1,0,36.286,5.3,11,12,15,14,2,2,3,5,1,0,14,14,2,1,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,3f322d7f-f289-4dab-ba66-515d45b6875f,23914c6c-4090-44fb-88bc-e29b46320be5
1/22/24,Athlete Q,Forward,5,5. Drill_Defense_Pass Cut Move_Half Court_4v4,0,32.723,5.7,9,7,22,26,0,1,6,6,1,0,10,8,2,2,3,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,3f322d7f-f289-4dab-ba66-515d45b6875f,23914c6c-4090-44fb-88bc-e29b46320be5
1/22/24,Athlete Q,Forward,6,6. Play_Defense_Half Court D - Some Endline_Half Court_5v5,0,63.05,5.2,8,16,43,42,3,3,7,4,1,1,12,20,2,3,3,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,3f322d7f-f289-4dab-ba66-515d45b6875f,23914c6c-4090-44fb-88bc-e29b46320be5
